colony,date,distance,from,from_ID,from_ID_date,from_nest_size,from_x,from_y,network_ID,strength,to,to_ID,to_ID_date,to_nest_size,to_x,to_y,trail_ID,trail_type,tree_type,year,treatment,dataset
7,27/06/2019,13.41531288,N15,7_N15,7_N15_2019-06-27,3.793189517,7.049447094,-4.069999467,7_2019-06-27,0.005,T4,7_T4,7_T4_2019-06-27,1,0.306717478,7.527682069,7_2019-06-27_N15_T4,foraging,regular,2019,exclusion,Empirical exclusion
7,27/06/2019,6.566493977,N46,7_N46,7_N46_2019-06-27,2.598982506,0.275637535,0.961261645,7_2019-06-27,0.02,T4,7_T4,7_T4_2019-06-27,1,0.306717478,7.527682069,7_2019-06-27_N46_T4,foraging,regular,2019,exclusion,Empirical exclusion
7,29/07/2021,6.749652525,N57,7_N57,7_N57_2021-07-29,49.95187477,3.850570911,1.783214117,7_2021-07-29,1.55,T4,7_T4,7_T4_2021-07-29,1,0.306717478,7.527682069,7_2021-07-29_N57_T4,foraging,regular,2021,exclusion,Empirical exclusion
7,26/07/2012,23.35668842,N6,7_N6,7_N6_2012-07-26,28.213,0,0,7_2012-07-26,0.5,T5,7_T5,7_T5_2012-07-26,1,-6.904496977,22.3128397,7_2012-07-26_N6_T5,foraging,regular,2012,exclusion,Estimation
7,25/08/2015,23.35668842,N6,7_N6,7_N6_2015-08-25,49.66,0,0,7_2015-08-25,0.033,T5,7_T5,7_T5_2015-08-25,1,-6.904496977,22.3128397,7_2015-08-25_N6_T5,foraging,regular,2015,exclusion,Estimation
7,28/08/2013,23.35668842,N6,7_N6,7_N6_2013-08-28,14.721,0,0,7_2013-08-28,0.1,T5,7_T5,7_T5_2013-08-28,1,-6.904496977,22.3128397,7_2013-08-28_N6_T5,foraging,regular,2013,exclusion,Estimation
7,25/08/2014,23.35668842,N6,7_N6,7_N6_2014-08-25,27.752,0,0,7_2014-08-25,0.333,T5,7_T5,7_T5_2014-08-25,1,-6.904496977,22.3128397,7_2014-08-25_N6_T5,foraging,regular,2014,exclusion,Estimation
7,26/07/2012,22.97947271,N6,7_N6,7_N6_2012-07-26,28.213,0,0,7_2012-07-26,0.025,T6,7_T6,7_T6_2012-07-26,1,-5.255502112,22.37042386,7_2012-07-26_N6_T6,foraging,regular,2012,exclusion,Estimation
7,22/08/2017,5.899999998,N30,7_N30,7_N30_2017-08-22,16.71101461,-12.61086523,-17.6126337,7_2017-08-22,0.2,T7,7_T7,7_T7_2017-08-22,1,-18.48841372,-18.12685517,7_2017-08-22_N30_T7,foraging,regular,2017,exclusion,Empirical exclusion
7,27/06/2019,7.357749222,N50,7_N50,7_N50_2019-06-27,124.7261498,-11.59951049,-15.54238503,7_2019-06-27,0.1,T7,7_T7,7_T7_2019-06-27,1,-18.48841372,-18.12685517,7_2019-06-27_N50_T7,foraging,regular,2019,exclusion,Empirical exclusion
7,13/08/2020,7.357749222,N50,7_N50,7_N50_2020-08-13,232.7344279,-11.59951049,-15.54238503,7_2020-08-13,0.02,T7,7_T7,7_T7_2020-08-13,1,-18.48841372,-18.12685517,7_2020-08-13_N50_T7,foraging,regular,2020,exclusion,Empirical exclusion
7,29/07/2021,11.56877871,N51,7_N51,7_N51_2021-07-29,2.739955992,-9.14951,-11.29886,7_2021-07-29,1.45,T7,7_T7,7_T7_2021-07-29,1,-18.48841372,-18.12685517,7_2021-07-29_N51_T7,foraging,regular,2021,exclusion,Empirical exclusion
7,22/08/2017,8.629247008,N37,7_N37,7_N37_2017-08-22,73.178,-26.33923375,-21.35346888,7_2017-08-22,0.2,T8,7_T8,7_T8_2017-08-22,1,-26.9873822,-12.74859773,7_2017-08-22_N37_T8,foraging,regular,2017,exclusion,Empirical exclusion
7,12/06/2018,8.629247008,N37,7_N37,7_N37_2018-06-12,109.5455952,-26.33923375,-21.35346888,7_2018-06-12,0.1,T8,7_T8,7_T8_2018-06-12,1,-26.9873822,-12.74859773,7_2018-06-12_N37_T8,foraging,regular,2018,exclusion,Empirical exclusion
7,27/06/2019,8.629247008,N37,7_N37,7_N37_2019-06-27,123.0833184,-26.33923375,-21.35346888,7_2019-06-27,0.2,T8,7_T8,7_T8_2019-06-27,1,-26.9873822,-12.74859773,7_2019-06-27_N37_T8,foraging,regular,2019,exclusion,Empirical exclusion
7,29/07/2021,8.629247008,N37,7_N37,7_N37_2021-07-29,40.52436193,-26.33923375,-21.35346888,7_2021-07-29,0.71,T8,7_T8,7_T8_2021-07-29,1,-26.9873822,-12.74859773,7_2021-07-29_N37_T8,foraging,regular,2021,exclusion,Empirical exclusion
7,12/06/2018,1.800000003,N37,7_N37,7_N37_2018-06-12,109.5455952,-26.33923375,-21.35346888,7_2018-06-12,0.2,T9,7_T9,7_T9_2018-06-12,1,-27.89807914,-22.25346947,7_2018-06-12_N37_T9,foraging,regular,2018,exclusion,Empirical exclusion
7,27/06/2019,17.20611062,N41,7_N41,7_N41_2019-06-27,75.71168959,-11.15487905,-18.28919231,7_2019-06-27,0.02,T9,7_T9,7_T9_2019-06-27,1,-27.89807914,-22.25346947,7_2019-06-27_N41_T9,foraging,regular,2019,exclusion,Empirical exclusion
7,27/06/2019,5.57277525,N42,7_N42,7_N42_2019-06-27,112.4244876,-23.19262954,-25.23919686,7_2019-06-27,0.5,T9,7_T9,7_T9_2019-06-27,1,-27.89807914,-22.25346947,7_2019-06-27_N42_T9,foraging,regular,2019,exclusion,Empirical exclusion
7,27/06/2019,1.800000003,N37,7_N37,7_N37_2019-06-27,123.0833184,-26.33923375,-21.35346888,7_2019-06-27,0.1,T9,7_T9,7_T9_2019-06-27,1,-27.89807914,-22.25346947,7_2019-06-27_N37_T9,foraging,regular,2019,exclusion,Empirical exclusion
7,13/08/2020,17.20611062,N41,7_N41,7_N41_2020-08-13,39.59987431,-11.15487905,-18.28919231,7_2020-08-13,0.017,T9,7_T9,7_T9_2020-08-13,1,-27.89807914,-22.25346947,7_2020-08-13_N41_T9,foraging,regular,2020,exclusion,Empirical exclusion
7,13/08/2020,1.800000003,N37,7_N37,7_N37_2020-08-13,147.7405563,-26.33923375,-21.35346888,7_2020-08-13,0.05,T9,7_T9,7_T9_2020-08-13,1,-27.89807914,-22.25346947,7_2020-08-13_N37_T9,foraging,regular,2020,exclusion,Empirical exclusion
7,29/07/2021,5.57277525,N42,7_N42,7_N42_2021-07-29,144.8862864,-23.19262954,-25.23919686,7_2021-07-29,0.19,T9,7_T9,7_T9_2021-07-29,1,-27.89807914,-22.25346947,7_2021-07-29_N42_T9,foraging,regular,2021,exclusion,Empirical exclusion
7,29/07/2021,1.800000003,N37,7_N37,7_N37_2021-07-29,40.52436193,-26.33923375,-21.35346888,7_2021-07-29,0.26,T9,7_T9,7_T9_2021-07-29,1,-27.89807914,-22.25346947,7_2021-07-29_N37_T9,foraging,regular,2021,exclusion,Empirical exclusion
7,27/06/2019,8.473133227,N42,7_N42,7_N42_2019-06-27,112.4244876,-23.19262954,-25.23919686,7_2019-06-27,0.2,T10,7_T10,7_T10_2019-06-27,1,-31.42482012,-23.23295038,7_2019-06-27_N42_T10,foraging,regular,2019,exclusion,Empirical exclusion
7,13/08/2020,8.473133227,N42,7_N42,7_N42_2020-08-13,74.56689531,-23.19262954,-25.23919686,7_2020-08-13,0.01,T10,7_T10,7_T10_2020-08-13,1,-31.42482012,-23.23295038,7_2020-08-13_N42_T10,foraging,regular,2020,exclusion,Empirical exclusion
7,29/07/2021,8.473133227,N42,7_N42,7_N42_2021-07-29,144.8862864,-23.19262954,-25.23919686,7_2021-07-29,0.58,T10,7_T10,7_T10_2021-07-29,1,-31.42482012,-23.23295038,7_2021-07-29_N42_T10,foraging,regular,2021,exclusion,Empirical exclusion
7,13/08/2020,15.31785197,N52,7_N52,7_N52_2020-08-13,7.329648383,-17.16366276,-6.63788002,7_2020-08-13,0.05,T11,7_T11,7_T11_2020-08-13,1,-26.36,5.61218,7_2020-08-13_N52_T11,foraging,regular,2020,exclusion,Empirical exclusion
7,29/07/2021,5.349895608,N37,7_N37,7_N37_2021-07-29,40.52436193,-26.33923375,-21.35346888,7_2021-07-29,1.07,T12,7_T12,7_T12_2021-07-29,1,-28.33649,-16.39037,7_2021-07-29_N37_T12,foraging,regular,2021,exclusion,Empirical exclusion
10,26/07/2012,10.65,N1,10_N1,10_N1_2012-07-26,10.08,-20.62376303,-4.042141817,10_2012-07-26,0.111,T1,10_T1,10_T1_2012-07-26,1,-26.26740042,-13.07385578,10_2012-07-26_N1_T1,foraging,regular,2012,exclusion,Estimation
10,26/07/2012,9.130000004,N5,10_N5,10_N5_2012-07-26,23.428,-8.721187098,-2.833689399,10_2012-07-26,0.1,T2,10_T2,10_T2_2012-07-26,1,-12.14134291,-11.29887896,10_2012-07-26_N5_T2,foraging,regular,2012,exclusion,Estimation
10,25/08/2015,7.63027337,N23,10_N23,10_N23_2015-08-25,1.386,-9.258738631,-4.234060189,10_2015-08-25,0.029,T2,10_T2,10_T2_2015-08-25,1,-12.14134291,-11.29887896,10_2015-08-25_N23_T2,foraging,regular,2015,exclusion,Estimation
10,22/08/2016,9.130000004,N5,10_N5,10_N5_2016-08-22,8.355,-8.721187098,-2.833689399,10_2016-08-22,0.033,T2,10_T2,10_T2_2016-08-22,1,-12.14134291,-11.29887896,10_2016-08-22_N5_T2,foraging,regular,2016,exclusion,Estimation
10,28/08/2013,9.130000004,N5,10_N5,10_N5_2013-08-28,12.6,-8.721187098,-2.833689399,10_2013-08-28,0.1,T2,10_T2,10_T2_2013-08-28,1,-12.14134291,-11.29887896,10_2013-08-28_N5_T2,foraging,regular,2013,exclusion,Estimation
10,25/08/2014,9.130000004,N5,10_N5,10_N5_2014-08-25,9.386,-8.721187098,-2.833689399,10_2014-08-25,0.111,T2,10_T2,10_T2_2014-08-25,1,-12.14134291,-11.29887896,10_2014-08-25_N5_T2,foraging,regular,2014,exclusion,Estimation
10,26/07/2012,13.32590319,N5,10_N5,10_N5_2012-07-26,23.428,-8.721187098,-2.833689399,10_2012-07-26,0.1,T3,10_T3,10_T3_2012-07-26,1,-16.07098003,-13.94945476,10_2012-07-26_N5_T3,foraging,regular,2012,exclusion,Estimation
10,28/08/2013,13.32590319,N5,10_N5,10_N5_2013-08-28,12.6,-8.721187098,-2.833689399,10_2013-08-28,0.05,T3,10_T3,10_T3_2013-08-28,1,-16.07098003,-13.94945476,10_2013-08-28_N5_T3,foraging,regular,2013,exclusion,Estimation
10,29/07/2021,27.17833874,N14,10_N14,10_N14_2021-07-29,47.80987205,11.08970906,-12.97013617,10_2021-07-29,2.68,T3,10_T3,10_T3_2021-07-29,1,-16.07098003,-13.94945476,10_2021-07-29_N14_T3,foraging,regular,2021,exclusion,Empirical exclusion
10,29/07/2021,3.099612426,N41,10_N41,10_N41_2021-07-29,19.04450289,-17.5,-16.7,10_2021-07-29,1.17,T3,10_T3,10_T3_2021-07-29,1,-16.07098003,-13.94945476,10_2021-07-29_N41_T3,foraging,regular,2021,exclusion,Empirical exclusion
10,29/07/2021,2.682209134,N42,10_N42,10_N42_2021-07-29,1.440784492,-17.8,-16,10_2021-07-29,0.33,T3,10_T3,10_T3_2021-07-29,1,-16.07098003,-13.94945476,10_2021-07-29_N42_T3,foraging,regular,2021,exclusion,Empirical exclusion
10,26/07/2012,12.95,N5,10_N5,10_N5_2012-07-26,23.428,-8.721187098,-2.833689399,10_2012-07-26,0.143,T4,10_T4,10_T4_2012-07-26,1,-8.269235745,-15.77580051,10_2012-07-26_N5_T4,foraging,regular,2012,exclusion,Estimation
10,22/08/2016,12.95,N5,10_N5,10_N5_2016-08-22,8.355,-8.721187098,-2.833689399,10_2016-08-22,0.003,T4,10_T4,10_T4_2016-08-22,1,-8.269235745,-15.77580051,10_2016-08-22_N5_T4,foraging,regular,2016,exclusion,Estimation
10,26/07/2012,11.55824759,N11,10_N11,10_N11_2012-07-26,90.064,6.83379828,-10.24273476,10_2012-07-26,0.083,T5,10_T5,10_T5_2012-07-26,1,-0.664830998,-19.03839541,10_2012-07-26_N11_T5,foraging,regular,2012,exclusion,Estimation
10,26/07/2012,19.05,N6,10_N6,10_N6_2012-07-26,70.586,0,0,10_2012-07-26,0.2,T5,10_T5,10_T5_2012-07-26,1,-0.664830998,-19.03839541,10_2012-07-26_N6_T5,foraging,regular,2012,exclusion,Estimation
10,25/08/2015,19.05,N6,10_N6,10_N6_2015-08-25,27.908,0,0,10_2015-08-25,0.059,T5,10_T5,10_T5_2015-08-25,1,-0.664830998,-19.03839541,10_2015-08-25_N6_T5,foraging,regular,2015,exclusion,Estimation
10,22/08/2016,19.05,N6,10_N6,10_N6_2016-08-22,1.265,0,0,10_2016-08-22,0.013,T5,10_T5,10_T5_2016-08-22,1,-0.664830998,-19.03839541,10_2016-08-22_N6_T5,foraging,regular,2016,exclusion,Estimation
10,28/08/2013,11.55824759,N11,10_N11,10_N11_2013-08-28,18.086,6.83379828,-10.24273476,10_2013-08-28,0.143,T5,10_T5,10_T5_2013-08-28,1,-0.664830998,-19.03839541,10_2013-08-28_N11_T5,foraging,regular,2013,exclusion,Estimation
10,12/06/2018,18.09688842,N5,10_N5,10_N5_2018-06-12,0.522329166,-8.721187098,-2.833689399,10_2018-06-12,0.003,T5,10_T5,10_T5_2018-06-12,1,-0.664830998,-19.03839541,10_2018-06-12_N5_T5,foraging,regular,2018,exclusion,Empirical exclusion
10,29/07/2021,13.2284913,N14,10_N14,10_N14_2021-07-29,47.80987205,11.08970906,-12.97013617,10_2021-07-29,1.11,T5,10_T5,10_T5_2021-07-29,1,-0.664830998,-19.03839541,10_2021-07-29_N14_T5,foraging,regular,2021,exclusion,Empirical exclusion
10,26/07/2012,11.22606884,N11,10_N11,10_N11_2012-07-26,90.064,6.83379828,-10.24273476,10_2012-07-26,0.1,T6,10_T6,10_T6_2012-07-26,1,0.705487225,-19.64850029,10_2012-07-26_N11_T6,foraging,regular,2012,exclusion,Estimation
10,26/07/2012,19.66116161,N6,10_N6,10_N6_2012-07-26,70.586,0,0,10_2012-07-26,0.1,T6,10_T6,10_T6_2012-07-26,1,0.705487225,-19.64850029,10_2012-07-26_N6_T6,foraging,regular,2012,exclusion,Estimation
10,25/08/2014,11.22606884,N11,10_N11,10_N11_2014-08-25,27.92,6.83379828,-10.24273476,10_2014-08-25,0.2,T6,10_T6,10_T6_2014-08-25,1,0.705487225,-19.64850029,10_2014-08-25_N11_T6,foraging,regular,2014,exclusion,Estimation
10,26/07/2012,10.45,N13,10_N13,10_N13_2012-07-26,4.964,12.78855657,-12.35464341,10_2012-07-26,0.1,T7,10_T7,10_T7_2012-07-26,1,17.69453584,-21.58144499,10_2012-07-26_N13_T7,foraging,regular,2012,exclusion,Estimation
10,13/08/2020,10.85257464,N14,10_N14,10_N14_2020-08-13,25.92669918,11.08970906,-12.97013617,10_2020-08-13,0.02,T7,10_T7,10_T7_2020-08-13,1,17.69453584,-21.58144499,10_2020-08-13_N14_T7,foraging,regular,2020,exclusion,Empirical exclusion
10,26/07/2012,0.950000004,N13,10_N13,10_N13_2012-07-26,4.964,12.78855657,-12.35464341,10_2012-07-26,1,T8,10_T8,10_T8_2012-07-26,1,13.73797786,-12.32148889,10_2012-07-26_N13_T8,foraging,focal,2012,exclusion,Estimation
10,25/08/2015,7.210333862,N11,10_N11,10_N11_2015-08-25,131.341,6.83379828,-10.24273476,10_2015-08-25,0.04,T8,10_T8,10_T8_2015-08-25,1,13.73797786,-12.32148889,10_2015-08-25_N11_T8,foraging,focal,2015,exclusion,Estimation
10,25/08/2015,2.726549272,N14,10_N14,10_N14_2015-08-25,73,11.08970906,-12.97013617,10_2015-08-25,0.033,T8,10_T8,10_T8_2015-08-25,1,13.73797786,-12.32148889,10_2015-08-25_N14_T8,foraging,focal,2015,exclusion,Estimation
10,25/08/2015,2.318663316,N17,10_N17,10_N17_2015-08-25,7.413,11.44442259,-12.66178846,10_2015-08-25,0.167,T8,10_T8,10_T8_2015-08-25,1,13.73797786,-12.32148889,10_2015-08-25_N17_T8,foraging,focal,2015,exclusion,Estimation
10,25/08/2015,11.77206145,N8,10_N8,10_N8_2015-08-25,26.357,9.078799856,-1.510684525,10_2015-08-25,0.067,T8,10_T8,10_T8_2015-08-25,1,13.73797786,-12.32148889,10_2015-08-25_N8_T8,foraging,focal,2015,exclusion,Estimation
10,25/08/2015,11.75440757,N9,10_N9,10_N9_2015-08-25,44.991,10.95238094,-0.901920281,10_2015-08-25,0.067,T8,10_T8,10_T8_2015-08-25,1,13.73797786,-12.32148889,10_2015-08-25_N9_T8,foraging,focal,2015,exclusion,Estimation
10,22/08/2016,2.726549272,N14,10_N14,10_N14_2016-08-22,12.113,11.08970906,-12.97013617,10_2016-08-22,0.2,T8,10_T8,10_T8_2016-08-22,1,13.73797786,-12.32148889,10_2016-08-22_N14_T8,foraging,focal,2016,exclusion,Estimation
10,22/08/2016,11.77206145,N8,10_N8,10_N8_2016-08-22,1.434,9.078799856,-1.510684525,10_2016-08-22,0.053,T8,10_T8,10_T8_2016-08-22,1,13.73797786,-12.32148889,10_2016-08-22_N8_T8,foraging,focal,2016,exclusion,Estimation
10,22/08/2016,11.75440757,N9,10_N9,10_N9_2016-08-22,8.493,10.95238094,-0.901920281,10_2016-08-22,0.034,T8,10_T8,10_T8_2016-08-22,1,13.73797786,-12.32148889,10_2016-08-22_N9_T8,foraging,focal,2016,exclusion,Estimation
10,28/08/2013,2.726549272,N14,10_N14,10_N14_2013-08-28,2.021,11.08970906,-12.97013617,10_2013-08-28,0.143,T8,10_T8,10_T8_2013-08-28,1,13.73797786,-12.32148889,10_2013-08-28_N14_T8,foraging,focal,2013,exclusion,Estimation
10,28/08/2013,2.318663316,N17,10_N17,10_N17_2013-08-28,50.712,11.44442259,-12.66178846,10_2013-08-28,0.1,T8,10_T8,10_T8_2013-08-28,1,13.73797786,-12.32148889,10_2013-08-28_N17_T8,foraging,focal,2013,exclusion,Estimation
10,28/08/2013,11.77206145,N8,10_N8,10_N8_2013-08-28,13.218,9.078799856,-1.510684525,10_2013-08-28,0.1,T8,10_T8,10_T8_2013-08-28,1,13.73797786,-12.32148889,10_2013-08-28_N8_T8,foraging,focal,2013,exclusion,Estimation
10,28/08/2013,11.75440757,N9,10_N9,10_N9_2013-08-28,40.735,10.95238094,-0.901920281,10_2013-08-28,0.067,T8,10_T8,10_T8_2013-08-28,1,13.73797786,-12.32148889,10_2013-08-28_N9_T8,foraging,focal,2013,exclusion,Estimation
10,25/08/2014,7.210333862,N11,10_N11,10_N11_2014-08-25,27.92,6.83379828,-10.24273476,10_2014-08-25,0.333,T8,10_T8,10_T8_2014-08-25,1,13.73797786,-12.32148889,10_2014-08-25_N11_T8,foraging,focal,2014,exclusion,Estimation
10,25/08/2014,11.77206145,N8,10_N8,10_N8_2014-08-25,4.637,9.078799856,-1.510684525,10_2014-08-25,0.1,T8,10_T8,10_T8_2014-08-25,1,13.73797786,-12.32148889,10_2014-08-25_N8_T8,foraging,focal,2014,exclusion,Estimation
10,25/08/2014,11.75440757,N9,10_N9,10_N9_2014-08-25,11.667,10.95238094,-0.901920281,10_2014-08-25,0.067,T8,10_T8,10_T8_2014-08-25,1,13.73797786,-12.32148889,10_2014-08-25_N9_T8,foraging,focal,2014,exclusion,Estimation
10,22/08/2017,2.726549272,N14,10_N14,10_N14_2017-08-22,6.911,11.08970906,-12.97013617,10_2017-08-22,0.02,T8,10_T8,10_T8_2017-08-22,1,13.73797786,-12.32148889,10_2017-08-22_N14_T8,foraging,focal,2017,exclusion,Empirical exclusion
10,12/06/2018,2.726549272,N14,10_N14,10_N14_2018-06-12,12.08542537,11.08970906,-12.97013617,10_2018-06-12,0.1,T8,10_T8,10_T8_2018-06-12,1,13.73797786,-12.32148889,10_2018-06-12_N14_T8,foraging,focal,2018,exclusion,Empirical exclusion
10,27/06/2019,2.726549272,N14,10_N14,10_N14_2019-06-27,7.149996639,11.08970906,-12.97013617,10_2019-06-27,0.2,T8,10_T8,10_T8_2019-06-27,1,13.73797786,-12.32148889,10_2019-06-27_N14_T8,foraging,focal,2019,exclusion,Empirical exclusion
10,13/08/2020,2.726549272,N14,10_N14,10_N14_2020-08-13,25.92669918,11.08970906,-12.97013617,10_2020-08-13,0.05,T8,10_T8,10_T8_2020-08-13,1,13.73797786,-12.32148889,10_2020-08-13_N14_T8,foraging,focal,2020,exclusion,Empirical exclusion
10,29/07/2021,2.726549272,N14,10_N14,10_N14_2021-07-29,47.80987205,11.08970906,-12.97013617,10_2021-07-29,0.19,T8,10_T8,10_T8_2021-07-29,1,13.73797786,-12.32148889,10_2021-07-29_N14_T8,foraging,focal,2021,exclusion,Empirical exclusion
10,29/07/2021,7.210333862,N11,10_N11,10_N11_2021-07-29,34.73158726,6.83379828,-10.24273476,10_2021-07-29,0.4,T8,10_T8,10_T8_2021-07-29,1,13.73797786,-12.32148889,10_2021-07-29_N11_T8,foraging,focal,2021,exclusion,Empirical exclusion
10,29/07/2021,3.16227766,N39,10_N39,10_N39_2021-07-29,19.95466556,-15,-22,10_2021-07-29,1.51,T9,10_T9,10_T9_2021-07-29,1,-14,-25,10_2021-07-29_N39_T9,foraging,regular,2021,exclusion,Empirical exclusion
8,13/08/2020,10.83246359,N3,8_N3,8_N3_2020-08-13,671.4755953,2.301249,1.30324,8_2020-08-13,0.05,T23,8_T23,8_T23_2020-08-13,1,13,3,8_2020-08-13_N3_T23,foraging,regular,2020,control,Empirical control
8,13/08/2020,12.7023711,N3,8_N3,8_N3_2020-08-13,671.4755953,2.301249,1.30324,8_2020-08-13,0.02,T24,8_T24,8_T24_2020-08-13,1,15,1,8_2020-08-13_N3_T24,foraging,regular,2020,control,Empirical control
3,26/07/2012,2.8,N9,3_N9,3_N9_2012-07-26,20.325,1.125608881,-1.081383903,3_2012-07-26,0.1,N10,3_N10,3_N10_2012-07-26,41.138,3.270533503,-2.881188994,3_2012-07-26_N9_N10,internest,regular,2012,control,Estimation
3,26/07/2012,9.782084243,N8,3_N8,3_N8_2012-07-26,44.791,1.291204339,0.811386064,3_2012-07-26,0.5,N15,3_N15,3_N15_2012-07-26,57.596,6.021469496,9.373731752,3_2012-07-26_N8_N15,internest,regular,2012,control,Estimation
3,26/07/2012,6.1,N15,3_N15,3_N15_2012-07-26,57.596,6.021469496,9.373731752,3_2012-07-26,0.5,N16,3_N16,3_N16_2012-07-26,68.502,11.54994716,11.9517028,3_2012-07-26_N15_N16,internest,regular,2012,control,Estimation
3,26/07/2012,2.15,N1,3_N1,3_N1_2012-07-26,14.796,-3.224256365,-1.812883282,3_2012-07-26,0.5,N2,3_N2,3_N2_2012-07-26,98.41,-4.547928759,-0.118660335,3_2012-07-26_N1_N2,internest,regular,2012,control,Estimation
3,26/07/2012,3.4,N2,3_N2,3_N2_2012-07-26,98.41,-4.547928759,-0.118660335,3_2012-07-26,0.333,N3,3_N3,3_N3_2012-07-26,1.827,-1.15,-5.22E-07,3_2012-07-26_N2_N3,internest,regular,2012,control,Estimation
3,26/07/2012,1.15,N3,3_N3,3_N3_2012-07-26,1.827,-1.15,-5.22E-07,3_2012-07-26,1,N5,3_N5,3_N5_2012-07-26,27.142,0,0,3_2012-07-26_N3_N5,internest,regular,2012,control,Estimation
3,26/07/2012,2.1,N4,3_N4,3_N4_2012-07-26,6.967,-0.255925112,-2.084346981,3_2012-07-26,0.067,N5,3_N5,3_N5_2012-07-26,27.142,0,0,3_2012-07-26_N4_N5,internest,regular,2012,control,Estimation
3,26/07/2012,0.5,N5,3_N5,3_N5_2012-07-26,27.142,0,0,3_2012-07-26,1,N6,3_N6,3_N6_2012-07-26,114.179,-0.279596698,0.41451862,3_2012-07-26_N5_N6,internest,regular,2012,control,Estimation
3,26/07/2012,1,N5,3_N5,3_N5_2012-07-26,27.142,0,0,3_2012-07-26,0.05,N7,3_N7,3_N7_2012-07-26,15.072,0.642787706,0.766044362,3_2012-07-26_N5_N7,internest,regular,2012,control,Estimation
3,26/07/2012,0.987098443,N6,3_N6,3_N6_2012-07-26,114.179,-0.279596698,0.41451862,3_2012-07-26,1,N7,3_N7,3_N7_2012-07-26,15.072,0.642787706,0.766044362,3_2012-07-26_N6_N7,internest,regular,2012,control,Estimation
3,26/07/2012,0.65,N7,3_N7,3_N7_2012-07-26,15.072,0.642787706,0.766044362,3_2012-07-26,0.333,N8,3_N8,3_N8_2012-07-26,44.791,1.291204339,0.811386064,3_2012-07-26_N7_N8,internest,regular,2012,control,Estimation
3,26/07/2012,1.9,N8,3_N8,3_N8_2012-07-26,44.791,1.291204339,0.811386064,3_2012-07-26,0.067,N9,3_N9,3_N9_2012-07-26,20.325,1.125608881,-1.081383903,3_2012-07-26_N8_N9,internest,regular,2012,control,Estimation
6,26/07/2012,2.25,N6,6_N6,6_N6_2012-07-26,9.711,2.222298455,0.351979512,6_2012-07-26,0.05,N10,6_N10,6_N10_2012-07-26,48.228,0,0,6_2012-07-26_N6_N10,internest,regular,2012,control,Estimation
6,26/07/2012,0.81,N10,6_N10,6_N10_2012-07-26,48.228,0,0,6_2012-07-26,0.25,N11,6_N11,6_N11_2012-07-26,19.163,-0.81,-3.67E-07,6_2012-07-26_N10_N11,internest,regular,2012,control,Estimation
6,26/07/2012,2.73,N10,6_N10,6_N10_2012-07-26,48.228,0,0,6_2012-07-26,0.111,N12,6_N12,6_N12_2012-07-26,37.349,-2.696389373,0.427064805,6_2012-07-26_N10_N12,internest,regular,2012,control,Estimation
6,26/07/2012,1.934127588,N11,6_N11,6_N11_2012-07-26,19.163,-0.81,-3.67E-07,6_2012-07-26,0.1,N12,6_N12,6_N12_2012-07-26,37.349,-2.696389373,0.427064805,6_2012-07-26_N11_N12,internest,regular,2012,control,Estimation
6,26/07/2012,2.26,N12,6_N12,6_N12_2012-07-26,37.349,-2.696389373,0.427064805,6_2012-07-26,0.125,N13,6_N13,6_N13_2012-07-26,0.119,-4.9508842,0.584713391,6_2012-07-26_N12_N13,internest,regular,2012,control,Estimation
6,26/07/2012,5.740000004,N13,6_N13,6_N13_2012-07-26,0.119,-4.9508842,0.584713391,6_2012-07-26,0.083,N14,6_N14,6_N14_2012-07-26,47.703,-10.56545201,1.77812378,6_2012-07-26_N13_N14,internest,regular,2012,control,Estimation
6,26/07/2012,1.649999998,N1,6_N1,6_N1_2012-07-26,6.75,18.95857903,3.895837214,6_2012-07-26,0.143,N2,6_N2,6_N2_2012-07-26,6.75,17.34463548,4.238891455,6_2012-07-26_N1_N2,internest,regular,2012,control,Estimation
6,26/07/2012,3.25,N2,6_N2,6_N2_2012-07-26,6.75,17.34463548,4.238891455,6_2012-07-26,0.167,N3,6_N3,6_N3_2012-07-26,10.117,14.09463548,4.238891455,6_2012-07-26_N2_N3,internest,regular,2012,control,Estimation
6,26/07/2012,6.649999996,N3,6_N3,6_N3_2012-07-26,10.117,14.09463548,4.238891455,6_2012-07-26,0.04,N4,6_N4,6_N4_2012-07-26,19.247,7.845679441,1.964457817,6_2012-07-26_N3_N4,internest,regular,2012,control,Estimation
6,26/07/2012,1.866015077,N4,6_N4,6_N4_2012-07-26,19.247,7.845679441,1.964457817,6_2012-07-26,0.05,N5,6_N5,6_N5_2012-07-26,21.237,6.781603873,0.43156661,6_2012-07-26_N4_N5,internest,regular,2012,control,Estimation
6,26/07/2012,5.85,N4,6_N4,6_N4_2012-07-26,19.247,7.845679441,1.964457817,6_2012-07-26,0.033,N6,6_N6,6_N6_2012-07-26,9.711,2.222298455,0.351979512,6_2012-07-26_N4_N6,internest,regular,2012,control,Estimation
6,26/07/2012,4.56,N5,6_N5,6_N5_2012-07-26,21.237,6.781603873,0.43156661,6_2012-07-26,0.05,N6,6_N6,6_N6_2012-07-26,9.711,2.222298455,0.351979512,6_2012-07-26_N5_N6,internest,regular,2012,control,Estimation
