colony,date,distance,from,from_ID,from_ID_date,from_nest_size,from_x,from_y,network_ID,strength,to,to_ID,to_ID_date,to_nest_size,to_x,to_y,trail_ID,trail_type,tree_type,year,treatment,dataset
9,22/08/2017,4.045608554,N1,9_N1,9_N1_2017-08-22,46.443,2.613626187,4.148243426,9_2017-08-22,0.005,T3,9_T3,9_T3_2017-08-22,1,0.018849646,7.252125395,9_2017-08-22_N1_T3,foraging,regular,2017,control,Empirical control
9,27/06/2019,4.045608554,N1,9_N1,9_N1_2019-06-27,112.2748818,2.613626187,4.148243426,9_2019-06-27,0.05,T3,9_T3,9_T3_2019-06-27,1,0.018849646,7.252125395,9_2019-06-27_N1_T3,foraging,regular,2019,control,Empirical control
9,10/08/2020,4.045608554,N1,9_N1,9_N1_2020-08-10,103.943249,2.613626187,4.148243426,9_2020-08-10,0.077,T3,9_T3,9_T3_2020-08-10,1,0.018849646,7.252125395,9_2020-08-10_N1_T3,foraging,regular,2020,control,Empirical control
9,26/07/2012,2.562007094,N3,9_N3,9_N3_2012-07-26,25.124,1.389636995,2.849176903,9_2012-07-26,0.1,T4,9_T4,9_T4_2012-07-26,1,-1.152609878,3.166763406,9_2012-07-26_N3_T4,foraging,regular,2012,control,Estimation
9,26/07/2012,3.37,N4,9_N4,9_N4_2012-07-26,288.38,0,0,9_2012-07-26,1,T4,9_T4,9_T4_2012-07-26,1,-1.152609878,3.166763406,9_2012-07-26_N4_T4,foraging,regular,2012,control,Estimation
9,25/08/2015,2.407743489,N22,9_N22,9_N22_2015-08-25,1.227,1.165959937,2.517561804,9_2015-08-25,0.25,T4,9_T4,9_T4_2015-08-25,1,-1.152609878,3.166763406,9_2015-08-25_N22_T4,foraging,regular,2015,control,Estimation
9,25/08/2015,1.108719703,N23,9_N23,9_N23_2015-08-25,2.606,-0.699131557,2.155023918,9_2015-08-25,0.5,T4,9_T4,9_T4_2015-08-25,1,-1.152609878,3.166763406,9_2015-08-25_N23_T4,foraging,regular,2015,control,Estimation
9,22/08/2016,2.562007094,N3,9_N3,9_N3_2016-08-22,54.91,1.389636995,2.849176903,9_2016-08-22,0.25,T4,9_T4,9_T4_2016-08-22,1,-1.152609878,3.166763406,9_2016-08-22_N3_T4,foraging,regular,2016,control,Estimation
9,28/08/2013,3.37,N4,9_N4,9_N4_2013-08-28,155.069,0,0,9_2013-08-28,1,T4,9_T4,9_T4_2013-08-28,1,-1.152609878,3.166763406,9_2013-08-28_N4_T4,foraging,regular,2013,control,Estimation
9,25/08/2014,2.407743489,N22,9_N22,9_N22_2014-08-25,0.9,1.165959937,2.517561804,9_2014-08-25,0.04,T4,9_T4,9_T4_2014-08-25,1,-1.152609878,3.166763406,9_2014-08-25_N22_T4,foraging,regular,2014,control,Estimation
9,25/08/2014,3.37,N4,9_N4,9_N4_2014-08-25,118.736,0,0,9_2014-08-25,1,T4,9_T4,9_T4_2014-08-25,1,-1.152609878,3.166763406,9_2014-08-25_N4_T4,foraging,regular,2014,control,Estimation
9,22/08/2017,3.37,N4,9_N4,9_N4_2017-08-22,66.095,0,0,9_2017-08-22,0.333,T4,9_T4,9_T4_2017-08-22,1,-1.152609878,3.166763406,9_2017-08-22_N4_T4,foraging,regular,2017,control,Empirical control
9,22/08/2017,2.562007094,N3,9_N3,9_N3_2017-08-22,13.989,1.389636995,2.849176903,9_2017-08-22,0.05,T4,9_T4,9_T4_2017-08-22,1,-1.152609878,3.166763406,9_2017-08-22_N3_T4,foraging,regular,2017,control,Empirical control
9,12/06/2018,3.37,N4,9_N4,9_N4_2018-06-12,119.0539606,0,0,9_2018-06-12,0.2,T4,9_T4,9_T4_2018-06-12,1,-1.152609878,3.166763406,9_2018-06-12_N4_T4,foraging,regular,2018,control,Empirical control
9,12/06/2018,5.731325072,N5,9_N5,9_N5_2018-06-12,87.57844044,-2.923519079,-2.28410512,9_2018-06-12,1,T4,9_T4,9_T4_2018-06-12,1,-1.152609878,3.166763406,9_2018-06-12_N5_T4,foraging,regular,2018,control,Empirical control
9,27/06/2019,2.562007094,N3,9_N3,9_N3_2019-06-27,12.67491874,1.389636995,2.849176903,9_2019-06-27,0.01,T4,9_T4,9_T4_2019-06-27,1,-1.152609878,3.166763406,9_2019-06-27_N3_T4,foraging,regular,2019,control,Empirical control
9,10/08/2020,3.37,N4,9_N4,9_N4_2020-08-10,21.93788163,0,0,9_2020-08-10,0.009,T4,9_T4,9_T4_2020-08-10,1,-1.152609878,3.166763406,9_2020-08-10_N4_T4,foraging,regular,2020,control,Empirical control
9,10/08/2020,2.562007094,N3,9_N3,9_N3_2020-08-10,35.37285673,1.389636995,2.849176903,9_2020-08-10,0.01,T4,9_T4,9_T4_2020-08-10,1,-1.152609878,3.166763406,9_2020-08-10_N3_T4,foraging,regular,2020,control,Empirical control
9,26/07/2012,10.66438741,N5,9_N5,9_N5_2012-07-26,134.348,-2.923519079,-2.28410512,9_2012-07-26,0.2,T5,9_T5,9_T5_2012-07-26,1,-13.13340928,0.79604114,9_2012-07-26_N5_T5,foraging,regular,2012,control,Estimation
9,26/07/2012,4.049999997,N6,9_N6,9_N6_2012-07-26,50.269,-10.86867603,-2.561559682,9_2012-07-26,0.143,T5,9_T5,9_T5_2012-07-26,1,-13.13340928,0.79604114,9_2012-07-26_N6_T5,foraging,regular,2012,control,Estimation
9,25/08/2015,10.66438741,N5,9_N5,9_N5_2015-08-25,31.343,-2.923519079,-2.28410512,9_2015-08-25,0.029,T5,9_T5,9_T5_2015-08-25,1,-13.13340928,0.79604114,9_2015-08-25_N5_T5,foraging,regular,2015,control,Estimation
9,25/08/2015,4.049999997,N6,9_N6,9_N6_2015-08-25,24.406,-10.86867603,-2.561559682,9_2015-08-25,0.04,T5,9_T5,9_T5_2015-08-25,1,-13.13340928,0.79604114,9_2015-08-25_N6_T5,foraging,regular,2015,control,Estimation
9,22/08/2016,4.049999997,N6,9_N6,9_N6_2016-08-22,144.514,-10.86867603,-2.561559682,9_2016-08-22,0.067,T5,9_T5,9_T5_2016-08-22,1,-13.13340928,0.79604114,9_2016-08-22_N6_T5,foraging,regular,2016,control,Estimation
9,28/08/2013,3.478972976,N12,9_N12,9_N12_2013-08-28,0.871,-9.654503933,0.774348908,9_2013-08-28,0.2,T5,9_T5,9_T5_2013-08-28,1,-13.13340928,0.79604114,9_2013-08-28_N12_T5,foraging,regular,2013,control,Estimation
9,28/08/2013,4.049999997,N6,9_N6,9_N6_2013-08-28,57.45,-10.86867603,-2.561559682,9_2013-08-28,0.2,T5,9_T5,9_T5_2013-08-28,1,-13.13340928,0.79604114,9_2013-08-28_N6_T5,foraging,regular,2013,control,Estimation
9,25/08/2014,13.15751195,N4,9_N4,9_N4_2014-08-25,118.736,0,0,9_2014-08-25,0.048,T5,9_T5,9_T5_2014-08-25,1,-13.13340928,0.79604114,9_2014-08-25_N4_T5,foraging,regular,2014,control,Estimation
9,25/08/2014,4.049999997,N6,9_N6,9_N6_2014-08-25,37.164,-10.86867603,-2.561559682,9_2014-08-25,1,T5,9_T5,9_T5_2014-08-25,1,-13.13340928,0.79604114,9_2014-08-25_N6_T5,foraging,regular,2014,control,Estimation
9,22/08/2017,4.049999997,N6,9_N6,9_N6_2017-08-22,26.909,-10.86867603,-2.561559682,9_2017-08-22,0.1,T5,9_T5,9_T5_2017-08-22,1,-13.13340928,0.79604114,9_2017-08-22_N6_T5,foraging,regular,2017,control,Empirical control
9,12/06/2018,10.66438741,N5,9_N5,9_N5_2018-06-12,87.57844044,-2.923519079,-2.28410512,9_2018-06-12,0.033,T5,9_T5,9_T5_2018-06-12,1,-13.13340928,0.79604114,9_2018-06-12_N5_T5,foraging,regular,2018,control,Empirical control
9,12/06/2018,4.049999997,N6,9_N6,9_N6_2018-06-12,11.56212785,-10.86867603,-2.561559682,9_2018-06-12,0.01,T5,9_T5,9_T5_2018-06-12,1,-13.13340928,0.79604114,9_2018-06-12_N6_T5,foraging,regular,2018,control,Empirical control
9,27/06/2019,6.233229124,N41,9_N41,9_N41_2019-06-27,9.114194052,-6.996330857,-0.294561327,9_2019-06-27,0.01,T5,9_T5,9_T5_2019-06-27,1,-13.13340928,0.79604114,9_2019-06-27_N41_T5,foraging,regular,2019,control,Empirical control
9,10/08/2020,3.248289201,N7,9_N7,9_N7_2020-08-10,60.5063697,-15.05410933,-1.823556931,9_2020-08-10,0.091,T5,9_T5,9_T5_2020-08-10,1,-13.13340928,0.79604114,9_2020-08-10_N7_T5,foraging,regular,2020,control,Empirical control
9,26/07/2012,19.88,N7,9_N7,9_N7_2012-07-26,158.272,-15.05410933,-1.823556931,9_2012-07-26,0.333,T6,9_T6,9_T6_2012-07-26,1,-34.74063985,0.94319499,9_2012-07-26_N7_T6,foraging,regular,2012,control,Estimation
9,28/08/2013,19.88,N7,9_N7,9_N7_2013-08-28,22.314,-15.05410933,-1.823556931,9_2013-08-28,0.033,T6,9_T6,9_T6_2013-08-28,1,-34.74063985,0.94319499,9_2013-08-28_N7_T6,foraging,regular,2013,control,Estimation
9,26/07/2012,11.9,N7,9_N7,9_N7_2012-07-26,158.272,-15.05410933,-1.823556931,9_2012-07-26,0.033,T7,9_T7,9_T7_2012-07-26,1,-26.64911197,-4.500479357,9_2012-07-26_N7_T7,foraging,regular,2012,control,Estimation
9,22/08/2017,1.1,N37,9_N37,9_N37_2017-08-22,8.929,-26.59154218,-3.401986881,9_2017-08-22,0.1,T7,9_T7,9_T7_2017-08-22,1,-26.64911197,-4.500479357,9_2017-08-22_N37_T7,foraging,regular,2017,control,Empirical control
9,12/06/2018,11.9,N7,9_N7,9_N7_2018-06-12,22.57077548,-15.05410933,-1.823556931,9_2018-06-12,0.005,T7,9_T7,9_T7_2018-06-12,1,-26.64911197,-4.500479357,9_2018-06-12_N7_T7,foraging,regular,2018,control,Empirical control
9,12/06/2018,1.1,N37,9_N37,9_N37_2018-06-12,4.978053472,-26.59154218,-3.401986881,9_2018-06-12,0.01,T7,9_T7,9_T7_2018-06-12,1,-26.64911197,-4.500479357,9_2018-06-12_N37_T7,foraging,regular,2018,control,Empirical control
9,27/06/2019,11.9,N7,9_N7,9_N7_2019-06-27,12.51576935,-15.05410933,-1.823556931,9_2019-06-27,0.003,T7,9_T7,9_T7_2019-06-27,1,-26.64911197,-4.500479357,9_2019-06-27_N7_T7,foraging,regular,2019,control,Empirical control
9,26/07/2012,11.95,N7,9_N7,9_N7_2012-07-26,158.272,-15.05410933,-1.823556931,9_2012-07-26,0.333,T8,9_T8,9_T8_2012-07-26,1,-25.40311065,-7.798560843,9_2012-07-26_N7_T8,foraging,regular,2012,control,Estimation
9,22/08/2016,11.95,N7,9_N7,9_N7_2016-08-22,152.186,-15.05410933,-1.823556931,9_2016-08-22,0.033,T8,9_T8,9_T8_2016-08-22,1,-25.40311065,-7.798560843,9_2016-08-22_N7_T8,foraging,regular,2016,control,Estimation
9,28/08/2013,11.95,N7,9_N7,9_N7_2013-08-28,22.314,-15.05410933,-1.823556931,9_2013-08-28,0.067,T8,9_T8,9_T8_2013-08-28,1,-25.40311065,-7.798560843,9_2013-08-28_N7_T8,foraging,regular,2013,control,Estimation
9,25/08/2014,11.95,N7,9_N7,9_N7_2014-08-25,27.505,-15.05410933,-1.823556931,9_2014-08-25,0.056,T8,9_T8,9_T8_2014-08-25,1,-25.40311065,-7.798560843,9_2014-08-25_N7_T8,foraging,regular,2014,control,Estimation
9,26/07/2012,10.7,N5,9_N5,9_N5_2012-07-26,134.348,-2.923519079,-2.28410512,9_2012-07-26,0.333,T9,9_T9,9_T9_2012-07-26,1,-12.18998888,-7.634108622,9_2012-07-26_N5_T9,foraging,regular,2012,control,Estimation
9,25/08/2015,10.7,N5,9_N5,9_N5_2015-08-25,31.343,-2.923519079,-2.28410512,9_2015-08-25,0.029,T9,9_T9,9_T9_2015-08-25,1,-12.18998888,-7.634108622,9_2015-08-25_N5_T9,foraging,regular,2015,control,Estimation
9,22/08/2016,10.7,N5,9_N5,9_N5_2016-08-22,152.186,-2.923519079,-2.28410512,9_2016-08-22,0.1,T9,9_T9,9_T9_2016-08-22,1,-12.18998888,-7.634108622,9_2016-08-22_N5_T9,foraging,regular,2016,control,Estimation
9,28/08/2013,10.7,N5,9_N5,9_N5_2013-08-28,29.379,-2.923519079,-2.28410512,9_2013-08-28,0.143,T9,9_T9,9_T9_2013-08-28,1,-12.18998888,-7.634108622,9_2013-08-28_N5_T9,foraging,regular,2013,control,Estimation
9,25/08/2014,10.7,N5,9_N5,9_N5_2014-08-25,27.728,-2.923519079,-2.28410512,9_2014-08-25,0.5,T9,9_T9,9_T9_2014-08-25,1,-12.18998888,-7.634108622,9_2014-08-25_N5_T9,foraging,regular,2014,control,Estimation
9,22/08/2017,10.7,N5,9_N5,9_N5_2017-08-22,95.152,-2.923519079,-2.28410512,9_2017-08-22,0.1,T9,9_T9,9_T9_2017-08-22,1,-12.18998888,-7.634108622,9_2017-08-22_N5_T9,foraging,regular,2017,control,Empirical control
9,12/06/2018,10.7,N5,9_N5,9_N5_2018-06-12,87.57844044,-2.923519079,-2.28410512,9_2018-06-12,0.1,T9,9_T9,9_T9_2018-06-12,1,-12.18998888,-7.634108622,9_2018-06-12_N5_T9,foraging,regular,2018,control,Empirical control
9,27/06/2019,10.7,N5,9_N5,9_N5_2019-06-27,147.8071584,-2.923519079,-2.28410512,9_2019-06-27,0.005,T9,9_T9,9_T9_2019-06-27,1,-12.18998888,-7.634108622,9_2019-06-27_N5_T9,foraging,regular,2019,control,Empirical control
3,26/07/2012,10.2,N2,3_N2,3_N2_2012-07-26,98.41,-4.547928759,-0.118660335,3_2012-07-26,0.5,T1,3_T1,3_T1_2012-07-26,1,-11.10436691,7.694989185,3_2012-07-26_N2_T1,foraging,regular,2012,control,Estimation
3,22/08/2016,10.2,N2,3_N2,3_N2_2016-08-22,105.683,-4.547928759,-0.118660335,3_2016-08-22,0.125,T1,3_T1,3_T1_2016-08-22,1,-11.10436691,7.694989185,3_2016-08-22_N2_T1,foraging,regular,2016,control,Estimation
3,25/08/2015,4.800000001,N26,3_N26,3_N26_2015-08-25,67.778,7.736661011,-31.5540667,3_2015-08-25,0.033,T10,3_T10,3_T10_2015-08-25,1,12.3269239,-30.15068271,3_2015-08-25_N26_T10,foraging,regular,2015,control,Estimation
3,22/08/2016,4.800000001,N26,3_N26,3_N26_2016-08-22,247.664,7.736661011,-31.5540667,3_2016-08-22,0.5,T10,3_T10,3_T10_2016-08-22,1,12.3269239,-30.15068271,3_2016-08-22_N26_T10,foraging,regular,2016,control,Estimation
3,22/08/2017,28.98919544,N20,3_N20,3_N20_2017-08-22,37.671,2.669601393,-2.817377486,3_2017-08-22,0.05,T10,3_T10,3_T10_2017-08-22,1,12.3269239,-30.15068271,3_2017-08-22_N20_T10,foraging,regular,2017,control,Empirical control
3,12/06/2018,4.800000001,N26,3_N26,3_N26_2018-06-12,182.8168644,7.736661011,-31.5540667,3_2018-06-12,0.05,T10,3_T10,3_T10_2018-06-12,1,12.3269239,-30.15068271,3_2018-06-12_N26_T10,foraging,regular,2018,control,Empirical control
3,12/06/2018,9.441888723,N32,3_N32,3_N32_2018-06-12,4.409432408,5.588457785,-23.53688372,3_2018-06-12,0.1,T10,3_T10,3_T10_2018-06-12,1,12.3269239,-30.15068271,3_2018-06-12_N32_T10,foraging,regular,2018,control,Empirical control
3,27/06/2019,4.800000001,N26,3_N26,3_N26_2019-06-27,3.009050548,7.736661011,-31.5540667,3_2019-06-27,0.02,T10,3_T10,3_T10_2019-06-27,1,12.3269239,-30.15068271,3_2019-06-27_N26_T10,foraging,regular,2019,control,Empirical control
3,27/06/2019,9.441888723,N32,3_N32,3_N32_2019-06-27,5.210604973,5.588457785,-23.53688372,3_2019-06-27,0.02,T10,3_T10,3_T10_2019-06-27,1,12.3269239,-30.15068271,3_2019-06-27_N32_T10,foraging,regular,2019,control,Empirical control
3,25/08/2015,19.3,N26,3_N26,3_N26_2015-08-25,67.778,7.736661011,-31.5540667,3_2015-08-25,0.333,T11,3_T11,3_T11_2015-08-25,1,8.746749192,-50.8276165,3_2015-08-25_N26_T11,foraging,regular,2015,control,Estimation
3,22/08/2016,19.3,N26,3_N26,3_N26_2016-08-22,247.664,7.736661011,-31.5540667,3_2016-08-22,0.067,T11,3_T11,3_T11_2016-08-22,1,8.746749192,-50.8276165,3_2016-08-22_N26_T11,foraging,regular,2016,control,Estimation
3,22/08/2017,19.3,N26,3_N26,3_N26_2017-08-22,229.236,7.736661011,-31.5540667,3_2017-08-22,0.1,T11,3_T11,3_T11_2017-08-22,1,8.746749192,-50.8276165,3_2017-08-22_N26_T11,foraging,regular,2017,control,Empirical control
3,12/06/2018,21.80220444,N30,3_N30,3_N30_2018-06-12,15.36055393,23.68046701,-34.94302678,3_2018-06-12,0.02,T11,3_T11,3_T11_2018-06-12,1,8.746749192,-50.8276165,3_2018-06-12_N30_T11,foraging,regular,2018,control,Empirical control
3,22/08/2016,19.01797986,N26,3_N26,3_N26_2016-08-22,247.664,7.736661011,-31.5540667,3_2016-08-22,0.003,T12,3_T12,3_T12_2016-08-22,1,10.55028455,-50.36276364,3_2016-08-22_N26_T12,foraging,regular,2016,control,Estimation
3,22/08/2017,19.01797986,N26,3_N26,3_N26_2017-08-22,229.236,7.736661011,-31.5540667,3_2017-08-22,0.01,T12,3_T12,3_T12_2017-08-22,1,10.55028455,-50.36276364,3_2017-08-22_N26_T12,foraging,regular,2017,control,Empirical control
3,22/08/2016,20.23436428,N26,3_N26,3_N26_2016-08-22,247.664,7.736661011,-31.5540667,3_2016-08-22,0.005,T13,3_T13,3_T13_2016-08-22,1,10.52029549,-51.59604457,3_2016-08-22_N26_T13,foraging,regular,2016,control,Estimation
3,22/08/2016,21.2,N26,3_N26,3_N26_2016-08-22,247.664,7.736661011,-31.5540667,3_2016-08-22,0.013,T14,3_T14,3_T14_2016-08-22,1,10.32029549,-52.59604457,3_2016-08-22_N26_T14,foraging,regular,2016,control,Estimation
3,22/08/2017,8.338433674,N29,3_N29,3_N29_2017-08-22,11.814,19.153755,-57.69604391,3_2017-08-22,0.033,T15,3_T15,3_T15_2017-08-22,1,11.10465501,-55.51855327,3_2017-08-22_N29_T15,foraging,regular,2017,control,Empirical control
3,27/06/2019,24.11438031,N30,3_N30,3_N30_2019-06-27,239.6333805,23.68046701,-34.94302678,3_2019-06-27,0.2,T15,3_T15,3_T15_2019-06-27,1,11.10465501,-55.51855327,3_2019-06-27_N30_T15,foraging,regular,2019,control,Empirical control
3,22/08/2017,1.099999998,N29,3_N29,3_N29_2017-08-22,11.814,19.153755,-57.69604391,3_2017-08-22,0.1,T16,3_T16,3_T16_2017-08-22,1,19.87542003,-56.86586346,3_2017-08-22_N29_T16,foraging,regular,2017,control,Empirical control
3,12/06/2018,1.099999998,N29,3_N29,3_N29_2018-06-12,2.997823907,19.153755,-57.69604391,3_2018-06-12,0.05,T16,3_T16,3_T16_2018-06-12,1,19.87542003,-56.86586346,3_2018-06-12_N29_T16,foraging,regular,2018,control,Empirical control
3,22/08/2017,3.099999994,N30,3_N30,3_N30_2017-08-22,5.434,23.68046701,-34.94302678,3_2017-08-22,0.2,T18,3_T18,3_T18_2017-08-22,1,23.51822627,-38.03877837,3_2017-08-22_N30_T18,foraging,regular,2017,control,Empirical control
3,12/06/2018,3.099999994,N30,3_N30,3_N30_2018-06-12,15.36055393,23.68046701,-34.94302678,3_2018-06-12,0.2,T18,3_T18,3_T18_2018-06-12,1,23.51822627,-38.03877837,3_2018-06-12_N30_T18,foraging,regular,2018,control,Empirical control
3,27/06/2019,3.099999994,N30,3_N30,3_N30_2019-06-27,239.6333805,23.68046701,-34.94302678,3_2019-06-27,0.5,T18,3_T18,3_T18_2019-06-27,1,23.51822627,-38.03877837,3_2019-06-27_N30_T18,foraging,regular,2019,control,Empirical control
3,22/08/2017,5.088155269,N30,3_N30,3_N30_2017-08-22,5.434,23.68046701,-34.94302678,3_2017-08-22,0.1,T20,3_T20,3_T20_2017-08-22,1,23.69253818,-40.03116773,3_2017-08-22_N30_T20,foraging,regular,2017,control,Empirical control
3,22/08/2017,2.064000969,N34,3_N34,3_N34_2017-08-22,0.275,-5.516220331,-21.40588411,3_2017-08-22,0.01,T22,3_T22,3_T22_2017-08-22,1,-5.006220331,-23.40588411,3_2017-08-22_N34_T22,foraging,regular,2017,control,Empirical control
3,12/06/2018,11.51130324,N28,3_N28,3_N28_2018-06-12,15.28523406,-5.516222486,-11.90588411,3_2018-06-12,0.2,T22,3_T22,3_T22_2018-06-12,1,-5.006220331,-23.40588411,3_2018-06-12_N28_T22,foraging,regular,2018,control,Empirical control
3,27/06/2019,11.51130324,N28,3_N28,3_N28_2019-06-27,48.38161744,-5.516222486,-11.90588411,3_2019-06-27,0.1,T22,3_T22,3_T22_2019-06-27,1,-5.006220331,-23.40588411,3_2019-06-27_N28_T22,foraging,regular,2019,control,Empirical control
3,12/06/2018,7.699999997,N26,3_N26,3_N26_2018-06-12,182.8168644,7.736661011,-31.5540667,3_2018-06-12,0.1,T23,3_T23,3_T23_2018-06-12,1,4.60479088,-38.58836762,3_2018-06-12_N26_T23,foraging,regular,2018,control,Empirical control
3,27/06/2019,12.98752585,N41,3_N41,3_N41_2019-06-27,25.12407566,-8.927728141,-15.83037505,3_2019-06-27,0.1,T25,3_T25,3_T25_2019-06-27,1,-21.91421855,-15.99437101,3_2019-06-27_N41_T25,foraging,regular,2019,control,Empirical control
3,27/06/2019,23.1557124,N38,3_N38,3_N38_2019-06-27,79.85013371,-2.678721349,-3.103185482,3_2019-06-27,0.5,T25,3_T25,3_T25_2019-06-27,1,-21.91421855,-15.99437101,3_2019-06-27_N38_T25,foraging,regular,2019,control,Empirical control
3,27/06/2019,22.60313279,N45,3_N45,3_N45_2019-06-27,22.2114372,-4.196129443,-1.959737768,3_2019-06-27,0.2,T25,3_T25,3_T25_2019-06-27,1,-21.91421855,-15.99437101,3_2019-06-27_N45_T25,foraging,regular,2019,control,Empirical control
3,27/06/2019,27.01580324,N28,3_N28,3_N28_2019-06-27,48.38161744,-5.516222486,-11.90588411,3_2019-06-27,0.2,T26,3_T26,3_T26_2019-06-27,1,-12.18006315,-38.08692405,3_2019-06-27_N28_T26,foraging,regular,2019,control,Empirical control
3,26/07/2012,4.4,N2,3_N2,3_N2_2012-07-26,98.41,-4.547928759,-0.118660335,3_2012-07-26,1,T2,3_T2,3_T2_2012-07-26,1,-1.436658569,2.99260915,3_2012-07-26_N2_T2,foraging,focal,2012,control,Estimation
3,26/07/2012,2.825834913,N6,3_N6,3_N6_2012-07-26,114.179,-0.279596698,0.41451862,3_2012-07-26,1,T2,3_T2,3_T2_2012-07-26,1,-1.436658569,2.99260915,3_2012-07-26_N6_T2,foraging,focal,2012,control,Estimation
3,25/08/2015,4.4,N2,3_N2,3_N2_2015-08-25,66.331,-4.547928759,-0.118660335,3_2015-08-25,0.143,T2,3_T2,3_T2_2015-08-25,1,-1.436658569,2.99260915,3_2015-08-25_N2_T2,foraging,focal,2015,control,Estimation
3,25/08/2015,2.825834913,N6,3_N6,3_N6_2015-08-25,49.695,-0.279596698,0.41451862,3_2015-08-25,1,T2,3_T2,3_T2_2015-08-25,1,-1.436658569,2.99260915,3_2015-08-25_N6_T2,foraging,focal,2015,control,Estimation
3,22/08/2016,9.81541644,N15,3_N15,3_N15_2016-08-22,337.442,6.021469496,9.373731752,3_2016-08-22,0.033,T2,3_T2,3_T2_2016-08-22,1,-1.436658569,2.99260915,3_2016-08-22_N15_T2,foraging,focal,2016,control,Estimation
3,22/08/2016,4.4,N2,3_N2,3_N2_2016-08-22,105.683,-4.547928759,-0.118660335,3_2016-08-22,0.1,T2,3_T2,3_T2_2016-08-22,1,-1.436658569,2.99260915,3_2016-08-22_N2_T2,foraging,focal,2016,control,Estimation
3,22/08/2016,3.319592952,N5,3_N5,3_N5_2016-08-22,101.511,0,0,3_2016-08-22,1,T2,3_T2,3_T2_2016-08-22,1,-1.436658569,2.99260915,3_2016-08-22_N5_T2,foraging,focal,2016,control,Estimation
3,22/08/2016,2.825834913,N6,3_N6,3_N6_2016-08-22,38.938,-0.279596698,0.41451862,3_2016-08-22,1,T2,3_T2,3_T2_2016-08-22,1,-1.436658569,2.99260915,3_2016-08-22_N6_T2,foraging,focal,2016,control,Estimation
3,22/08/2016,3.046586215,N7,3_N7,3_N7_2016-08-22,12.207,0.642787706,0.766044362,3_2016-08-22,0.5,T2,3_T2,3_T2_2016-08-22,1,-1.436658569,2.99260915,3_2016-08-22_N7_T2,foraging,focal,2016,control,Estimation
3,28/08/2013,4.4,N2,3_N2,3_N2_2013-08-28,38.352,-4.547928759,-0.118660335,3_2013-08-28,0.014,T2,3_T2,3_T2_2013-08-28,1,-1.436658569,2.99260915,3_2013-08-28_N2_T2,foraging,focal,2013,control,Estimation
3,28/08/2013,2.825834913,N6,3_N6,3_N6_2013-08-28,39.464,-0.279596698,0.41451862,3_2013-08-28,0.333,T2,3_T2,3_T2_2013-08-28,1,-1.436658569,2.99260915,3_2013-08-28_N6_T2,foraging,focal,2013,control,Estimation
3,25/08/2014,4.4,N2,3_N2,3_N2_2014-08-25,58.506,-4.547928759,-0.118660335,3_2014-08-25,0.04,T2,3_T2,3_T2_2014-08-25,1,-1.436658569,2.99260915,3_2014-08-25_N2_T2,foraging,focal,2014,control,Estimation
3,25/08/2014,2.825834913,N6,3_N6,3_N6_2014-08-25,39.697,-0.279596698,0.41451862,3_2014-08-25,1,T2,3_T2,3_T2_2014-08-25,1,-1.436658569,2.99260915,3_2014-08-25_N6_T2,foraging,focal,2014,control,Estimation
3,22/08/2017,2.825834913,N6,3_N6,3_N6_2017-08-22,76.065,-0.279596698,0.41451862,3_2017-08-22,1,T2,3_T2,3_T2_2017-08-22,1,-1.436658569,2.99260915,3_2017-08-22_N6_T2,foraging,focal,2017,control,Empirical control
3,12/06/2018,2.825834913,N6,3_N6,3_N6_2018-06-12,112.9631164,-0.279596698,0.41451862,3_2018-06-12,1,T2,3_T2,3_T2_2018-06-12,1,-1.436658569,2.99260915,3_2018-06-12_N6_T2,foraging,focal,2018,control,Empirical control
3,26/07/2012,1.6,N5,3_N5,3_N5_2012-07-26,27.142,0,0,3_2012-07-26,0.333,T3,3_T3,3_T3_2012-07-26,1,0.277837402,-1.575692349,3_2012-07-26_N5_T3,foraging,regular,2012,control,Estimation
3,25/08/2015,0.779698867,N11,3_N11,3_N11_2015-08-25,69.103,0.907218694,-1.115464674,3_2015-08-25,1,T3,3_T3,3_T3_2015-08-25,1,0.277837402,-1.575692349,3_2015-08-25_N11_T3,foraging,regular,2015,control,Estimation
3,25/08/2015,2.694868637,N20,3_N20,3_N20_2015-08-25,32.69,2.669601393,-2.817377486,3_2015-08-25,0.067,T3,3_T3,3_T3_2015-08-25,1,0.277837402,-1.575692349,3_2015-08-25_N20_T3,foraging,regular,2015,control,Estimation
3,25/08/2015,1.6,N5,3_N5,3_N5_2015-08-25,44.783,0,0,3_2015-08-25,1,T3,3_T3,3_T3_2015-08-25,1,0.277837402,-1.575692349,3_2015-08-25_N5_T3,foraging,regular,2015,control,Estimation
3,22/08/2016,0.779698867,N11,3_N11,3_N11_2016-08-22,129.426,0.907218694,-1.115464674,3_2016-08-22,1,T3,3_T3,3_T3_2016-08-22,1,0.277837402,-1.575692349,3_2016-08-22_N11_T3,foraging,regular,2016,control,Estimation
3,22/08/2016,2.694868637,N20,3_N20,3_N20_2016-08-22,63.102,2.669601393,-2.817377486,3_2016-08-22,0.05,T3,3_T3,3_T3_2016-08-22,1,0.277837402,-1.575692349,3_2016-08-22_N20_T3,foraging,regular,2016,control,Estimation
