network_ID,colony,date,node_ID,ID,x,y,species,nest.size,year,tree_type,treatment,dataset
2b_2020-08-10,2b,10/08/2020,2b_N6,N6,12.24339362,7.591854726,nest,38.92263507,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N7,N7,-2.688276279,-7.385984745,nest,13.78116123,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N9,N9,12.67419139,8.658116085,nest,12.75451517,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_T2,T2,0.741600717,8.276881878,tree,0,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_T3,T3,9.883368433,13.43311154,tree,0,2020,focal,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_T5,T5,10.84419833,-0.214257231,tree,0,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_T8,T8,-13.39,-29.09,tree,0,2020,regular,exclusion,Empirical exclusion
3_2012-07-26,3,26/07/2012,3_N1,N1,-3.224256365,-1.812883282,nest,14.796,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N10,N10,3.270533503,-2.881188994,nest,41.138,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N15,N15,6.021469496,9.373731752,nest,57.596,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N16,N16,11.54994716,11.9517028,nest,68.502,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N2,N2,-4.547928759,-0.118660335,nest,98.41,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N3,N3,-1.15,-5.22E-07,nest,1.827,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N4,N4,-0.255925112,-2.084346981,nest,6.967,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N5,N5,0,0,nest,27.142,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N6,N6,-0.279596698,0.41451862,nest,114.179,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N7,N7,0.642787706,0.766044362,nest,15.072,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N8,N8,1.291204339,0.811386064,nest,44.791,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_N9,N9,1.125608881,-1.081383903,nest,20.325,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_T1,T1,-11.10436691,7.694989185,tree,0,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_T2,T2,-1.436658569,2.99260915,tree,0,2012,focal,control,Estimation
3_2012-07-26,3,26/07/2012,3_T3,T3,0.277837402,-1.575692349,tree,0,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_T4,T4,4.569013422,8.924244229,tree,0,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_T5,T5,5.27298512,12.89506263,tree,0,2012,regular,control,Estimation
3_2012-07-26,3,26/07/2012,3_T6,T6,11.64068643,14.55011893,tree,0,2012,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N11,N11,0.907218694,-1.115464674,nest,34.756,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N12,N12,3.234450221,-2.055727094,nest,3.984,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N15,N15,6.021469496,9.373731752,nest,90.551,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N16,N16,11.54994716,11.9517028,nest,118.171,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N2,N2,-4.547928759,-0.118660335,nest,38.352,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N5,N5,0,0,nest,69.855,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N6,N6,-0.279596698,0.41451862,nest,39.464,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_N7,N7,0.642787706,0.766044362,nest,56.595,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_T2,T2,-1.436658569,2.99260915,tree,0,2013,focal,control,Estimation
3_2013-08-28,3,28/08/2013,3_T3,T3,0.277837402,-1.575692349,tree,0,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_T4,T4,4.569013422,8.924244229,tree,0,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_T5,T5,5.27298512,12.89506263,tree,0,2013,regular,control,Estimation
3_2013-08-28,3,28/08/2013,3_T6,T6,11.64068643,14.55011893,tree,0,2013,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N11,N11,0.907218694,-1.115464674,nest,45.318,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N15,N15,6.021469496,9.373731752,nest,134.005,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N16,N16,11.54994716,11.9517028,nest,166.815,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N17,N17,0.90722193,-15.38546467,nest,63.484,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N18,N18,14.79754188,12.23583048,nest,65.064,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N19,N19,9.07E-08,-0.4,nest,0.156,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N2,N2,-4.547928759,-0.118660335,nest,58.506,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N20,N20,2.669601393,-2.817377486,nest,0.737,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N21,N21,-0.529998324,-8.359940552,nest,13.915,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N22,N22,5.017647746,2.187522338,nest,5.869,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N23,N23,4.838399801,11.59875896,nest,6.199,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N24,N24,3.233921827,11.71106618,nest,0.338,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N25,N25,12.0390362,13.29546316,nest,1.474,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N5,N5,0,0,nest,24.89,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N6,N6,-0.279596698,0.41451862,nest,39.697,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_N7,N7,0.642787706,0.766044362,nest,28.49,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_T2,T2,-1.436658569,2.99260915,tree,0,2014,focal,control,Estimation
3_2014-08-25,3,25/08/2014,3_T3,T3,0.277837402,-1.575692349,tree,0,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_T4,T4,4.569013422,8.924244229,tree,0,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_T5,T5,5.27298512,12.89506263,tree,0,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_T6,T6,11.64068643,14.55011893,tree,0,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_T7,T7,21.40540705,20.39586175,tree,0,2014,regular,control,Estimation
3_2014-08-25,3,25/08/2014,3_T8,T8,25.54832359,11.10587795,tree,0,2014,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N11,N11,0.907218694,-1.115464674,nest,69.103,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N15,N15,6.021469496,9.373731752,nest,238.42,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N16,N16,11.54994716,11.9517028,nest,132.152,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N2,N2,-4.547928759,-0.118660335,nest,66.331,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N20,N20,2.669601393,-2.817377486,nest,32.69,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N25,N25,12.0390362,13.29546316,nest,1.56,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N26,N26,7.736661011,-31.5540667,nest,67.778,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N27,N27,-29.53404528,-41.19621464,nest,36.758,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N5,N5,0,0,nest,44.783,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N6,N6,-0.279596698,0.41451862,nest,49.695,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_N7,N7,0.642787706,0.766044362,nest,18.299,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T10,T10,12.3269239,-30.15068271,tree,0,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T11,T11,8.746749192,-50.8276165,tree,0,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T2,T2,-1.436658569,2.99260915,tree,0,2015,focal,control,Estimation
3_2015-08-25,3,25/08/2015,3_T3,T3,0.277837402,-1.575692349,tree,0,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T4,T4,4.569013422,8.924244229,tree,0,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T5,T5,5.27298512,12.89506263,tree,0,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T6,T6,11.64068643,14.55011893,tree,0,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T8,T8,25.54832359,11.10587795,tree,0,2015,regular,control,Estimation
3_2015-08-25,3,25/08/2015,3_T9,T9,-26.16085587,-7.985132346,tree,0,2015,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N11,N11,0.907218694,-1.115464674,nest,129.426,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N15,N15,6.021469496,9.373731752,nest,337.442,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N16,N16,11.54994716,11.9517028,nest,92.975,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N2,N2,-4.547928759,-0.118660335,nest,105.683,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N20,N20,2.669601393,-2.817377486,nest,63.102,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N25,N25,12.0390362,13.29546316,nest,6.982,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N26,N26,7.736661011,-31.5540667,nest,247.664,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N28,N28,-5.516222486,-11.90588411,nest,82.948,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N5,N5,0,0,nest,101.511,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N6,N6,-0.279596698,0.41451862,nest,38.938,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_N7,N7,0.642787706,0.766044362,nest,12.207,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T1,T1,-11.10436691,7.694989185,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T10,T10,12.3269239,-30.15068271,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T11,T11,8.746749192,-50.8276165,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T12,T12,10.55028455,-50.36276364,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T13,T13,10.52029549,-51.59604457,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T14,T14,10.32029549,-52.59604457,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T2,T2,-1.436658569,2.99260915,tree,0,2016,focal,control,Estimation
3_2016-08-22,3,22/08/2016,3_T3,T3,0.277837402,-1.575692349,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T4,T4,4.569013422,8.924244229,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T5,T5,5.27298512,12.89506263,tree,0,2016,regular,control,Estimation
3_2016-08-22,3,22/08/2016,3_T6,T6,11.64068643,14.55011893,tree,0,2016,regular,control,Estimation
3_2017-08-22,3,22/08/2017,3_N11,N11,0.907218694,-1.115464674,nest,62.317,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N15,N15,6.021469496,9.373731752,nest,136.574,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N16,N16,11.54994716,11.9517028,nest,52.257,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N2,N2,-4.547928759,-0.118660335,nest,3.225,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N20,N20,2.669601393,-2.817377486,nest,37.671,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N25,N25,12.0390362,13.29546316,nest,2.318,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N26,N26,7.736661011,-31.5540667,nest,229.236,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N28,N28,-5.516222486,-11.90588411,nest,23.855,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N29,N29,19.153755,-57.69604391,nest,11.814,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N30,N30,23.68046701,-34.94302678,nest,5.434,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N33,N33,13.73492197,0.181199406,nest,12.084,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N34,N34,-5.516220331,-21.40588411,nest,0.275,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N36,N36,3.360192623,-12.69326143,nest,1.047,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N5,N5,0,0,nest,125.034,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N6,N6,-0.279596698,0.41451862,nest,76.065,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_N7,N7,0.642787706,0.766044362,nest,4.197,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T10,T10,12.3269239,-30.15068271,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T11,T11,8.746749192,-50.8276165,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T12,T12,10.55028455,-50.36276364,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T15,T15,11.10465501,-55.51855327,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T16,T16,19.87542003,-56.86586346,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T18,T18,23.51822627,-38.03877837,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T20,T20,23.69253818,-40.03116773,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T22,T22,-5.006220331,-23.40588411,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T2,T2,-1.436658569,2.99260915,tree,0,2017,focal,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T3,T3,0.277837402,-1.575692349,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T4,T4,4.569013422,8.924244229,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T5,T5,5.27298512,12.89506263,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T6,T6,11.64068643,14.55011893,tree,0,2017,regular,control,Empirical control
3_2017-08-22,3,22/08/2017,3_T9,T9,-26.16085587,-7.985132346,tree,0,2017,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N11,N11,0.907218694,-1.115464674,nest,46.2246254,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N15,N15,6.021469496,9.373731752,nest,129.7184634,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N16,N16,11.54994716,11.9517028,nest,61.12732742,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N2,N2,-4.547928759,-0.118660335,nest,8.09455706,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N20,N20,2.669601393,-2.817377486,nest,25.89802154,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N25,N25,12.0390362,13.29546316,nest,1.688654608,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N26,N26,7.736661011,-31.5540667,nest,182.8168644,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N28,N28,-5.516222486,-11.90588411,nest,15.28523406,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N29,N29,19.153755,-57.69604391,nest,2.997823907,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N30,N30,23.68046701,-34.94302678,nest,15.36055393,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N32,N32,5.588457785,-23.53688372,nest,4.409432408,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N33,N33,13.73492197,0.181199406,nest,5.866516334,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N34,N34,-5.516220331,-21.40588411,nest,1.50016821,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N37,N37,34.18450367,-35.50669353,nest,10.86236086,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N5,N5,0,0,nest,40.19031357,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N6,N6,-0.279596698,0.41451862,nest,112.9631164,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_N7,N7,0.642787706,0.766044362,nest,61.5622291,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T10,T10,12.3269239,-30.15068271,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T11,T11,8.746749192,-50.8276165,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T16,T16,19.87542003,-56.86586346,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T18,T18,23.51822627,-38.03877837,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T22,T22,-5.006220331,-23.40588411,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T23,T23,4.60479088,-38.58836762,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T2,T2,-1.436658569,2.99260915,tree,0,2018,focal,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T3,T3,0.277837402,-1.575692349,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T4,T4,4.569013422,8.924244229,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T5,T5,5.27298512,12.89506263,tree,0,2018,regular,control,Empirical control
3_2018-06-12,3,12/06/2018,3_T6,T6,11.64068643,14.55011893,tree,0,2018,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N11,N11,0.907218694,-1.115464674,nest,198.1747738,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N15,N15,6.021469496,9.373731752,nest,414.7324674,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N16,N16,11.54994716,11.9517028,nest,95.43078639,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N2,N2,-4.547928759,-0.118660335,nest,36.79158612,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N20,N20,2.669601393,-2.817377486,nest,50.78505912,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N26,N26,7.736661011,-31.5540667,nest,3.009050548,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N28,N28,-5.516222486,-11.90588411,nest,48.38161744,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N30,N30,23.68046701,-34.94302678,nest,239.6333805,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N32,N32,5.588457785,-23.53688372,nest,5.210604973,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N33,N33,13.73492197,0.181199406,nest,105.5188339,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N37,N37,34.18450367,-35.50669353,nest,99.93061643,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N38,N38,-2.678721349,-3.103185482,nest,79.85013371,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N41,N41,-8.927728141,-15.83037505,nest,25.12407566,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N42,N42,-13.29868218,-21.0394787,nest,17.56819658,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N43,N43,14.18839929,8.183603762,nest,39.46439946,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N44,N44,21.53591175,-26.79888577,nest,6.694551213,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N45,N45,-4.196129443,-1.959737768,nest,22.2114372,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_N7,N7,0.642787706,0.766044362,nest,252.2996958,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T10,T10,12.3269239,-30.15068271,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T15,T15,11.10465501,-55.51855327,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T18,T18,23.51822627,-38.03877837,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T22,T22,-5.006220331,-23.40588411,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T25,T25,-21.91421855,-15.99437101,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T26,T26,-12.18006315,-38.08692405,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T3,T3,0.277837402,-1.575692349,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T4,T4,4.569013422,8.924244229,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T5,T5,5.27298512,12.89506263,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T6,T6,11.64068643,14.55011893,tree,0,2019,regular,control,Empirical control
3_2019-06-27,3,27/06/2019,3_T9,T9,-26.16085587,-7.985132346,tree,0,2019,regular,control,Empirical control
6_2012-07-26,6,26/07/2012,6_N1,N1,18.95857903,3.895837214,nest,6.75,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N10,N10,0,0,nest,48.228,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N11,N11,-0.81,-3.67E-07,nest,19.163,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N12,N12,-2.696389373,0.427064805,nest,37.349,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N13,N13,-4.9508842,0.584713391,nest,0.119,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N14,N14,-10.56545201,1.77812378,nest,47.703,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N2,N2,17.34463548,4.238891455,nest,6.75,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N3,N3,14.09463548,4.238891455,nest,10.117,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N4,N4,7.845679441,1.964457817,nest,19.247,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N5,N5,6.781603873,0.43156661,nest,21.237,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N6,N6,2.222298455,0.351979512,nest,9.711,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N7,N7,1.777757468,2.873087068,nest,110.039,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N8,N8,1.283420617,3.114190942,nest,5.019,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_N9,N9,3.720242245,3.905924369,nest,14.055,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T1,T1,18.92792481,7.498985668,tree,0,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T2,T2,4.159709392,10.19057779,tree,0,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T3,T3,-1.588356974,3.517791574,tree,0,2012,focal,control,Estimation
6_2012-07-26,6,26/07/2012,6_T4,T4,-0.058919169,3.889190232,tree,0,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T5,T5,-3.390519701,1.802769024,tree,0,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T6,T6,-5.510972795,2.052063316,tree,0,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T7,T7,-8.169003277,2.114922636,tree,0,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T8,T8,-19.92632371,-0.211595064,tree,0,2012,regular,control,Estimation
6_2012-07-26,6,26/07/2012,6_T9,T9,-8.579326637,-11.63475302,tree,0,2012,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N1,N1,18.95857903,3.895837214,nest,7.869,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N10,N10,0,0,nest,65.653,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N12,N12,-2.696389373,0.427064805,nest,42.327,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N14,N14,-10.56545201,1.77812378,nest,42.327,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N15,N15,1.354918225,3.326526121,nest,37.054,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N2,N2,17.34463548,4.238891455,nest,71.7,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N3,N3,14.09463548,4.238891455,nest,21.821,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N4,N4,7.845679441,1.964457817,nest,47.309,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N5,N5,6.781603873,0.43156661,nest,54.942,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N6,N6,2.222298455,0.351979512,nest,29.106,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N7,N7,1.777757468,2.873087068,nest,64.475,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_N9,N9,3.720242245,3.905924369,nest,26.396,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_T1,T1,18.92792481,7.498985668,tree,0,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_T2,T2,4.159709392,10.19057779,tree,0,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_T3,T3,-1.588356974,3.517791574,tree,0,2013,focal,control,Estimation
6_2013-08-28,6,28/08/2013,6_T5,T5,-3.390519701,1.802769024,tree,0,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_T6,T6,-5.510972795,2.052063316,tree,0,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_T7,T7,-8.169003277,2.114922636,tree,0,2013,regular,control,Estimation
6_2013-08-28,6,28/08/2013,6_T9,T9,-8.579326637,-11.63475302,tree,0,2013,regular,control,Estimation
6_2014-08-25,6,25/08/2014,6_N1,N1,18.95857903,3.895837214,nest,1.311,2014,regular,control,Estimation
6_2014-08-25,6,25/08/2014,6_N10,N10,0,0,nest,41.934,2014,regular,control,Estimation
6_2014-08-25,6,25/08/2014,6_N12,N12,-2.696389373,0.427064805,nest,44.233,2014,regular,control,Estimation
6_2014-08-25,6,25/08/2014,6_N15,N15,1.354918225,3.326526121,nest,24.919,2014,regular,control,Estimation
6_2014-08-25,6,25/08/2014,6_N17,N17,0.026442928,0.188150928,nest,1.066,2014,regular,control,Estimation
6_2014-08-25,6,25/08/2014,6_N3,N3,14.09463548,4.238891455,nest,1.639,2014,regular,control,Estimation
