network_ID,colony,date,node_ID,ID,x,y,species,nest.size,year,tree_type,treatment,dataset
12_2017-08-22,12,22/08/2017,12_T14,T14,11.14717344,-10.03695792,tree,0,2017,regular,exclusion,Empirical exclusion
12_2017-08-22,12,22/08/2017,12_T17,T17,8.849040791,-11.96532156,tree,0,2017,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N14,N14,-4.48001839,1.576738864,nest,18.33431031,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N15,N15,-3.100986217,1.12866491,nest,5.966123165,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N19,N19,-14.4768338,3.341494072,nest,3.806753505,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N21,N21,-22.17377386,10.77433429,nest,1.377080876,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N24,N24,14.10636087,5.014039125,nest,29.99341991,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N26,N26,12.03826474,4.649377066,nest,7.966343914,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N3,N3,1.792672664,1.034999864,nest,9.118831338,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N4,N4,0,0,nest,176.6294046,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_N5,N5,-0.475737539,-6.803386935,nest,158.6381257,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T1,T1,14.05750126,6.413186272,tree,0,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T11,T11,-22.81601568,11.21625546,tree,0,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T2,T2,6.719719177,8.920695916,tree,0,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T3,T3,0.669809191,0.52331219,tree,0,2018,focal,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T4,T4,-6.080843308,-13.48329632,tree,0,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T5,T5,-2.082613327,-8.860095521,tree,0,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T6,T6,-6.14190775,1.785842484,tree,0,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T7,T7,-14.02006115,3.544862573,tree,0,2018,regular,exclusion,Empirical exclusion
12_2018-06-12,12,12/06/2018,12_T15,T15,18.5704427,-12.52591945,tree,0,2018,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_N14,N14,-4.48001839,1.576738864,nest,54.16563842,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_N15,N15,-3.100986217,1.12866491,nest,22.70884362,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_N3,N3,1.792672664,1.034999864,nest,42.37030848,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_N4,N4,0,0,nest,809.8753952,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_N5,N5,-0.475737539,-6.803386935,nest,281.6140015,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T1,T1,14.05750126,6.413186272,tree,0,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T2,T2,6.719719177,8.920695916,tree,0,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T3,T3,0.669809191,0.52331219,tree,0,2019,focal,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T4,T4,-6.080843308,-13.48329632,tree,0,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T5,T5,-2.082613327,-8.860095521,tree,0,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T6,T6,-6.14190775,1.785842484,tree,0,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T7,T7,-14.02006115,3.544862573,tree,0,2019,regular,exclusion,Empirical exclusion
12_2019-06-27,12,27/06/2019,12_T12,T12,-27.35302324,15.77587164,tree,0,2019,regular,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_N14,N14,-4.48001839,1.576738864,nest,563.2962618,2020,regular,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_T11,T11,-22.81601568,11.21625546,tree,0,2020,regular,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_T2,T2,6.719719177,8.920695916,tree,0,2020,regular,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_T3,T3,0.669809191,0.52331219,tree,0,2020,focal,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_T4,T4,-6.080843308,-13.48329632,tree,0,2020,regular,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_T5,T5,-2.082613327,-8.860095521,tree,0,2020,regular,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_T6,T6,-6.14190775,1.785842484,tree,0,2020,regular,exclusion,Empirical exclusion
12_2020-08-13,12,13/08/2020,12_T7,T7,-14.02006115,3.544862573,tree,0,2020,regular,exclusion,Empirical exclusion
2a_2012-07-26,2a,26/07/2012,2a_N1,N1,-5.237211434,0.366219059,nest,6.998,2012,regular,control,Estimation
2a_2012-07-26,2a,26/07/2012,2a_N2,N2,0,0,nest,87.976,2012,regular,control,Estimation
2a_2012-07-26,2a,26/07/2012,2a_N3,N3,-0.137022634,4.46113915,nest,4.038,2012,regular,control,Estimation
2a_2012-07-26,2a,26/07/2012,2a_N4,N4,2.324996956,4.027019885,nest,21.422,2012,regular,control,Estimation
2a_2012-07-26,2a,26/07/2012,2a_T1,T1,4.386848901,11.16805247,tree,0,2012,regular,control,Estimation
2a_2012-07-26,2a,26/07/2012,2a_T2,T2,6.702312914,7.832161801,tree,0,2012,focal,control,Estimation
2a_2013-08-28,2a,28/08/2013,2a_N2,N2,0,0,nest,83.143,2013,regular,control,Estimation
2a_2013-08-28,2a,28/08/2013,2a_N3,N3,-0.137022634,4.46113915,nest,13.271,2013,regular,control,Estimation
2a_2013-08-28,2a,28/08/2013,2a_N4,N4,2.324996956,4.027019885,nest,26.988,2013,regular,control,Estimation
2a_2013-08-28,2a,28/08/2013,2a_N5,N5,-2.511675742,4.72376809,nest,21.113,2013,regular,control,Estimation
2a_2013-08-28,2a,28/08/2013,2a_T1,T1,4.386848901,11.16805247,tree,0,2013,regular,control,Estimation
2a_2013-08-28,2a,28/08/2013,2a_T2,T2,6.702312914,7.832161801,tree,0,2013,focal,control,Estimation
2a_2014-08-25,2a,25/08/2014,2a_N2,N2,0,0,nest,47.275,2014,regular,control,Estimation
2a_2014-08-25,2a,25/08/2014,2a_N3,N3,-0.137022634,4.46113915,nest,2.284,2014,regular,control,Estimation
2a_2014-08-25,2a,25/08/2014,2a_N4,N4,2.324996956,4.027019885,nest,18.931,2014,regular,control,Estimation
2a_2014-08-25,2a,25/08/2014,2a_N5,N5,-2.511675742,4.72376809,nest,0.875,2014,regular,control,Estimation
2a_2014-08-25,2a,25/08/2014,2a_T1,T1,4.386848901,11.16805247,tree,0,2014,regular,control,Estimation
2a_2014-08-25,2a,25/08/2014,2a_T2,T2,6.702312914,7.832161801,tree,0,2014,focal,control,Estimation
2a_2015-08-25,2a,25/08/2015,2a_N2,N2,0,0,nest,47.207,2015,regular,control,Estimation
2a_2015-08-25,2a,25/08/2015,2a_N3,N3,-0.137022634,4.46113915,nest,5.366,2015,regular,control,Estimation
2a_2015-08-25,2a,25/08/2015,2a_N4,N4,2.324996956,4.027019885,nest,2.204,2015,regular,control,Estimation
2a_2015-08-25,2a,25/08/2015,2a_N5,N5,-2.511675742,4.72376809,nest,4.017,2015,regular,control,Estimation
2a_2015-08-25,2a,25/08/2015,2a_T1,T1,4.386848901,11.16805247,tree,0,2015,regular,control,Estimation
2a_2015-08-25,2a,25/08/2015,2a_T2,T2,6.702312914,7.832161801,tree,0,2015,focal,control,Estimation
2a_2015-08-25,2a,25/08/2015,2a_T3,T3,-19.13936857,14.32375929,tree,0,2015,regular,control,Estimation
2a_2016-08-22,2a,22/08/2016,2a_N2,N2,0,0,nest,54.561,2016,regular,control,Estimation
2a_2016-08-22,2a,22/08/2016,2a_N3,N3,-0.137022634,4.46113915,nest,8.452,2016,regular,control,Estimation
2a_2016-08-22,2a,22/08/2016,2a_N4,N4,2.324996956,4.027019885,nest,13.631,2016,regular,control,Estimation
2a_2016-08-22,2a,22/08/2016,2a_N5,N5,-2.511675742,4.72376809,nest,2.154,2016,regular,control,Estimation
2a_2016-08-22,2a,22/08/2016,2a_T1,T1,4.386848901,11.16805247,tree,0,2016,regular,control,Estimation
2a_2016-08-22,2a,22/08/2016,2a_T2,T2,6.702312914,7.832161801,tree,0,2016,focal,control,Estimation
2a_2016-08-22,2a,22/08/2016,2a_T3,T3,-19.13936857,14.32375929,tree,0,2016,regular,control,Estimation
2a_2017-08-22,2a,22/08/2017,2a_N2,N2,0,0,nest,44.175,2017,regular,control,Empirical control
2a_2017-08-22,2a,22/08/2017,2a_N3,N3,-0.137022634,4.46113915,nest,9.662,2017,regular,control,Empirical control
2a_2017-08-22,2a,22/08/2017,2a_N4,N4,2.324996956,4.027019885,nest,5.306,2017,regular,control,Empirical control
2a_2017-08-22,2a,22/08/2017,2a_N5,N5,-2.511675742,4.72376809,nest,1.619,2017,regular,control,Empirical control
2a_2017-08-22,2a,22/08/2017,2a_N6,N6,0.522935737,-5.977168077,nest,1.342,2017,regular,control,Empirical control
2a_2017-08-22,2a,22/08/2017,2a_T1,T1,4.386848901,11.16805247,tree,0,2017,regular,control,Empirical control
2a_2017-08-22,2a,22/08/2017,2a_T2,T2,6.702312914,7.832161801,tree,0,2017,focal,control,Empirical control
2a_2018-06-12,2a,12/06/2018,2a_N2,N2,0,0,nest,55.42579156,2018,regular,control,Empirical control
2a_2018-06-12,2a,12/06/2018,2a_N3,N3,-0.137022634,4.46113915,nest,5.32014583,2018,regular,control,Empirical control
2a_2018-06-12,2a,12/06/2018,2a_N4,N4,2.324996956,4.027019885,nest,15.54890029,2018,regular,control,Empirical control
2a_2018-06-12,2a,12/06/2018,2a_N7,N7,-8.823544756,15.91807331,nest,52.09653956,2018,regular,control,Empirical control
2a_2018-06-12,2a,12/06/2018,2a_T1,T1,4.386848901,11.16805247,tree,0,2018,regular,control,Empirical control
2a_2018-06-12,2a,12/06/2018,2a_T2,T2,6.702312914,7.832161801,tree,0,2018,focal,control,Empirical control
2a_2019-06-27,2a,27/06/2019,2a_N2,N2,0,0,nest,89.13841996,2019,regular,control,Empirical control
2a_2019-06-27,2a,27/06/2019,2a_N3,N3,-0.137022634,4.46113915,nest,11.21208635,2019,regular,control,Empirical control
2a_2019-06-27,2a,27/06/2019,2a_N4,N4,2.324996956,4.027019885,nest,9.077098228,2019,regular,control,Empirical control
2a_2019-06-27,2a,27/06/2019,2a_N8,N8,-2.511675742,4.72376809,nest,3.766065757,2019,regular,control,Empirical control
2a_2019-06-27,2a,27/06/2019,2a_T1,T1,4.386848901,11.16805247,tree,0,2019,regular,control,Empirical control
2a_2019-06-27,2a,27/06/2019,2a_T2,T2,6.702312914,7.832161801,tree,0,2019,focal,control,Empirical control
2a_2020-08-10,2a,10/08/2020,2a_N2,N2,0,0,nest,102.0447459,2020,regular,control,Empirical control
2a_2020-08-10,2a,10/08/2020,2a_N3,N3,-0.137022634,4.46113915,nest,15.07815991,2020,regular,control,Empirical control
2a_2020-08-10,2a,10/08/2020,2a_N4,N4,2.324996956,4.027019885,nest,90.52077662,2020,regular,control,Empirical control
2a_2020-08-10,2a,10/08/2020,2a_N8,N8,-2.511675742,4.72376809,nest,4.139497092,2020,regular,control,Empirical control
2a_2020-08-10,2a,10/08/2020,2a_T1,T1,4.386848901,11.16805247,tree,0,2020,regular,control,Empirical control
2a_2020-08-10,2a,10/08/2020,2a_T2,T2,6.702312914,7.832161801,tree,0,2020,focal,control,Empirical control
2b_2012-07-26,2b,26/07/2012,2b_N1,N1,-5.025029215,0.674433412,nest,39.297,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_N2,N2,-1.769306861,3.973921644,nest,53.492,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_N3,N3,-0.24871121,-0.167757963,nest,6.006,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_N4,N4,0,0,nest,13.837,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_N5,N5,6.475667202,4.26184993,nest,37.035,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_N6,N6,12.24339362,7.591854726,nest,15.784,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_T1,T1,-5.025040612,17.42443341,tree,0,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_T2,T2,0.741600717,8.276881878,tree,0,2012,regular,exclusion,Estimation
2b_2012-07-26,2b,26/07/2012,2b_T3,T3,9.883368433,13.43311154,tree,0,2012,focal,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_N1,N1,-5.025029215,0.674433412,nest,20.35,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_N5,N5,6.475667202,4.26184993,nest,77.892,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_N6,N6,12.24339362,7.591854726,nest,10.583,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_N7,N7,-2.688276279,-7.385984745,nest,2.017,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_N8,N8,-5.130870883,-4.475017276,nest,83.143,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_N9,N9,12.67419139,8.658116085,nest,21.113,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_T1,T1,-5.025040612,17.42443341,tree,0,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_T2,T2,0.741600717,8.276881878,tree,0,2013,regular,exclusion,Estimation
2b_2013-08-28,2b,28/08/2013,2b_T3,T3,9.883368433,13.43311154,tree,0,2013,focal,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N1,N1,-5.025029215,0.674433412,nest,5.649,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N10,N10,-9.553288889,-3.26191824,nest,3.211,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N11,N11,-3.277552392,1.944049399,nest,4.773,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N12,N12,-1.65708636,0.079916936,nest,28.828,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N14,N14,-5.974194222,7.428061014,nest,1.991,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N5,N5,6.475667202,4.26184993,nest,22.63,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N6,N6,12.24339362,7.591854726,nest,1.689,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N7,N7,-2.688276279,-7.385984745,nest,17.465,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_N9,N9,12.67419139,8.658116085,nest,3.33,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_T1,T1,-5.025040612,17.42443341,tree,0,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_T2,T2,0.741600717,8.276881878,tree,0,2014,regular,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_T3,T3,9.883368433,13.43311154,tree,0,2014,focal,exclusion,Estimation
2b_2014-08-25,2b,25/08/2014,2b_T4,T4,19.21811469,27.66303828,tree,0,2014,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N1,N1,-5.025029215,0.674433412,nest,34.751,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N11,N11,-3.277552392,1.944049399,nest,6.896,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N12,N12,-1.65708636,0.079916936,nest,3.18,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N13,N13,11.08476824,5.937168283,nest,4.364,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N16,N16,-5.438933335,-5.387513889,nest,4.01,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N17,N17,12.3893141,-2.785758202,nest,6.557,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N5,N5,6.475667202,4.26184993,nest,21.489,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N6,N6,12.24339362,7.591854726,nest,2.659,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N7,N7,-2.688276279,-7.385984745,nest,16.449,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_N9,N9,12.67419139,8.658116085,nest,2.505,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_T1,T1,-5.025040612,17.42443341,tree,0,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_T2,T2,0.741600717,8.276881878,tree,0,2015,regular,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_T3,T3,9.883368433,13.43311154,tree,0,2015,focal,exclusion,Estimation
2b_2015-08-25,2b,25/08/2015,2b_T4,T4,19.21811469,27.66303828,tree,0,2015,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N1,N1,-5.025029215,0.674433412,nest,12.632,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N11,N11,-3.277552392,1.944049399,nest,0.733,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N12,N12,-1.65708636,0.079916936,nest,11.959,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N13,N13,11.08476824,5.937168283,nest,3.275,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N16,N16,-5.438933335,-5.387513889,nest,20.467,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N17,N17,12.3893141,-2.785758202,nest,1.066,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N18,N18,-5.761519537,-4.98490668,nest,7.413,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N5,N5,6.475667202,4.26184993,nest,70.962,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N6,N6,12.24339362,7.591854726,nest,1.672,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N7,N7,-2.688276279,-7.385984745,nest,0.218,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_N9,N9,12.67419139,8.658116085,nest,16.803,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_T2,T2,0.741600717,8.276881878,tree,0,2016,regular,exclusion,Estimation
2b_2016-08-22,2b,22/08/2016,2b_T3,T3,9.883368433,13.43311154,tree,0,2016,focal,exclusion,Estimation
2b_2017-08-22,2b,22/08/2017,2b_N1,N1,-5.025029215,0.674433412,nest,3.023,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N11,N11,-3.277552392,1.944049399,nest,22.935,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N12,N12,-1.65708636,0.079916936,nest,22.178,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N13,N13,11.08476824,5.937168283,nest,1.276,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N16,N16,-5.438933335,-5.387513889,nest,2.606,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N17,N17,12.3893141,-2.785758202,nest,11.983,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N18,N18,-5.761519537,-4.98490668,nest,0.294,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N19,N19,-12.90289806,-17.25013711,nest,5.32,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N20,N20,10.91210258,-3.046231101,nest,0.552,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N21,N21,-15.1972953,-17.41057802,nest,1.699,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N5,N5,6.475667202,4.26184993,nest,65.653,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N6,N6,12.24339362,7.591854726,nest,4.412,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N7,N7,-2.688276279,-7.385984745,nest,5.303,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_N9,N9,12.67419139,8.658116085,nest,3.468,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_T1,T1,-5.025040612,17.42443341,tree,0,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_T2,T2,0.741600717,8.276881878,tree,0,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_T4,T4,19.21811469,27.66303828,tree,0,2017,regular,exclusion,Empirical exclusion
2b_2017-08-22,2b,22/08/2017,2b_T5,T5,10.84419833,-0.214257231,tree,0,2017,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N11,N11,-3.277552392,1.944049399,nest,33.25990283,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N12,N12,-1.65708636,0.079916936,nest,20.75204671,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N13,N13,11.08476824,5.937168283,nest,0.139657403,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N16,N16,-5.438933335,-5.387513889,nest,1.066460972,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N17,N17,12.3893141,-2.785758202,nest,6.125364721,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N19,N19,-12.90289806,-17.25013711,nest,18.63131243,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N21,N21,-15.1972953,-17.41057802,nest,4.80725929,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N5,N5,6.475667202,4.26184993,nest,40.49289019,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N6,N6,12.24339362,7.591854726,nest,13.19020674,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N7,N7,-2.688276279,-7.385984745,nest,8.337282609,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_N9,N9,12.67419139,8.658116085,nest,1.539795354,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_T1,T1,-5.025040612,17.42443341,tree,0,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_T2,T2,0.741600717,8.276881878,tree,0,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_T3,T3,9.883368433,13.43311154,tree,0,2018,focal,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_T4,T4,19.21811469,27.66303828,tree,0,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_T5,T5,10.84419833,-0.214257231,tree,0,2018,regular,exclusion,Empirical exclusion
2b_2018-06-12,2b,12/06/2018,2b_T6,T6,-12.18006315,-38.08692405,tree,0,2018,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N11,N11,-3.277552392,1.944049399,nest,42.71941353,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N12,N12,-1.65708636,0.079916936,nest,37.78177768,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N13,N13,11.08476824,5.937168283,nest,5.457163597,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N16,N16,-5.438933335,-5.387513889,nest,2.678393476,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N17,N17,12.3893141,-2.785758202,nest,60.83825919,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N21,N21,-15.1972953,-17.41057802,nest,13.4809002,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N22,N22,-17.5334,-18.10432,nest,4.619588566,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N5,N5,6.475667202,4.26184993,nest,131.57418,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N6,N6,12.24339362,7.591854726,nest,100.2810183,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N7,N7,-2.688276279,-7.385984745,nest,9.755932604,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_N9,N9,12.67419139,8.658116085,nest,5.206042207,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_T1,T1,-5.025040612,17.42443341,tree,0,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_T2,T2,0.741600717,8.276881878,tree,0,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_T3,T3,9.883368433,13.43311154,tree,0,2019,focal,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_T4,T4,19.21811469,27.66303828,tree,0,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_T5,T5,10.84419833,-0.214257231,tree,0,2019,regular,exclusion,Empirical exclusion
2b_2019-06-27,2b,27/06/2019,2b_T7,T7,-6.23523,-28.80343,tree,0,2019,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N11,N11,-3.277552392,1.944049399,nest,52.08678522,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N12,N12,-1.65708636,0.079916936,nest,35.23300216,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N16,N16,-5.438933335,-5.387513889,nest,6.62562103,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N17,N17,12.3893141,-2.785758202,nest,42.98129654,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N21,N21,-15.1972953,-17.41057802,nest,28.21302591,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N22,N22,-17.5334,-18.10432,nest,6.222801915,2020,regular,exclusion,Empirical exclusion
2b_2020-08-10,2b,10/08/2020,2b_N5,N5,6.475667202,4.26184993,nest,81.28370872,2020,regular,exclusion,Empirical exclusion
